R;Spieler;Team;Pos;GP;PIM Total;2' ;5';10';GM;MP
351;Détraz Mattéo;Genève-Servette HC;Verteidiger;4;0;0;0;0;0;0
352;Currit Fabien;SCL Tigers;Verteidiger;3;0;0;0;0;0;0
353;Campbell Jeff;SCL Tigers;Stürmer;2;0;0;0;0;0;0
354;Büsser Xeno;Kloten Flyers;Verteidiger;8;0;0;0;0;0;0
355;Bussard Benjamin;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0
356;Burren Yanik;SC Bern;Verteidiger;3;0;0;0;0;0;0
357;Brügger Sandro;Fribourg-Gottéron;Stürmer;5;0;0;0;0;0;0
358;Bonny Victor;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0
359;Bircher Alain;Kloten Flyers;Verteidiger;2;0;0;0;0;0;0
360;Berger Nils;SCL Tigers;Stürmer;14;0;0;0;0;0;0
361;Bärtschi Michael;SC Bern;Stürmer;2;0;0;0;0;0;0
362;Bachofner Jérôme;ZSC Lions;Stürmer;8;0;0;0;0;0;0
363;Augsburger Gaëtan;Lausanne HC;Stürmer;19;0;0;0;0;0;0
364;Aeschlimann Marc;HC Davos;Stürmer;49;0;0;0;0;0;0
