R;Spieler;Team;Pos;GP;G;SOG;S%;SOG/GP
349;Leonelli Nicolas;Genève-Servette HC;Stürmer;20;0;0;-;0.00
350;Küng Mike;EV Zug;Verteidiger;3;0;0;-;0.00
351;Kindschi Simon;HC Davos;Verteidiger;1;0;0;-;0.00
352;Hischier Luca;SC Bern;Stürmer;4;0;0;-;0.00
353;Hennessy Josh;Kloten Flyers;Stürmer;1;0;0;-;0.00
354;Dupertuis Joey;Genève-Servette HC;Verteidiger;8;0;0;-;0.00
355;Dufner Mauro;SC Bern;Verteidiger;1;0;0;-;0.00
356;Douay Floran;Genève-Servette HC;Stürmer;2;0;0;-;0.00
357;Camperchioli Luca;HC Davos;Verteidiger;1;0;0;-;0.00
358;Büsser Xeno;ZSC Lions;Verteidiger;3;0;0;-;0.00
