R;Spieler;Team;Pos;GP;PIM Total;2' ;5';10';GM;MP
346;Marzan Nicolas;SC Rapperswil-Jona Lakers;Verteidiger;9;0;0;0;0;0;0
347;Loichat Michaël;SC Bern;Stürmer;5;0;0;0;0;0;0
348;Linglet Charles;HC Lugano;Stürmer;5;0;0;0;0;0;0
349;Leonelli Nicolas;Genève-Servette HC;Stürmer;1;0;0;0;0;0;0
350;Lehtonen Mikko;ZSC Lions;Stürmer;6;0;0;0;0;0;0
351;Küng Vincenzo;HC Davos;Stürmer;1;0;0;0;0;0;0
352;Kreis Samuel;SC Bern;Verteidiger;7;0;0;0;0;0;0
353;Kast Timothy;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0
354;Jeitziner Alexander;Fribourg-Gottéron;Verteidiger;6;0;0;0;0;0;0
355;Hoffmann Luka;Kloten Flyers;Stürmer;13;0;0;0;0;0;0
356;Heldstab Beat;SC Bern;Verteidiger;1;0;0;0;0;0;0
357;Hächler Cedric;ZSC Lions;Verteidiger;4;0;0;0;0;0;0
358;Grossniklaus Tim;SC Bern;Verteidiger;2;0;0;0;0;0;0
359;Grassi Daniele;HC Ambri-Piotta;Stürmer;22;0;0;0;0;0;0
360;Gianinazzi Luca;HC Lugano;Verteidiger;4;0;0;0;0;0;0
361;Gerber Tom;SCL Tigers;Stürmer;5;0;0;0;0;0;0
362;Gähler Jorden;Kloten Flyers;Verteidiger;9;0;0;0;0;0;0
363;Frei Lars;SC Rapperswil-Jona Lakers;Stürmer;1;0;0;0;0;0;0
364;Eriksson Loui;HC Davos;Stürmer;7;0;0;0;0;0;0
365;Erb Raphael;Fribourg-Gottéron;Verteidiger;1;0;0;0;0;0;0
366;Ennis Tyler;SCL Tigers;Stürmer;9;0;0;0;0;0;0
367;Eigenmann Daniel;EHC Biel;Verteidiger;1;0;0;0;0;0;0
368;Ehlers Nikolaj;EHC Biel;Stürmer;11;0;0;0;0;0;0
369;Donati Gianni;HC Ambri-Piotta;Stürmer;10;0;0;0;0;0;0
370;Dal Pian Giacomo;HC Lugano;Stürmer;7;0;0;0;0;0;0
371;Dähler Florian;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0
372;Camichel Corsin;HC Davos;Stürmer;15;0;0;0;0;0;0
373;Cadonau Claudio;EHC Biel;Verteidiger;1;0;0;0;0;0;0
374;Blatter Florian;HC Lugano;Verteidiger;6;0;0;0;0;0;0
375;Berthon Eliot;Genève-Servette HC;Stürmer;10;0;0;0;0;0;0
