Spieler,Pos,Team,Year,GP,G,SOG,S%,SOG/GP,A,PTS,P/GP,PIM Total,+/-,A1,A2,GWG,EQG,EQA,PPG,PPA,SHG,SHA,2' ,5',10',GM,MP,PS,PSG,PSM,PS%,GWG PS,Number of year
Antonietti Benjamin,Forward,Lausanne HC,es/15,38,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,,,,,1
Antonietti Benjamin,Forward,Lausanne HC,ls/13,50,,,,,,,,,,2.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Antonietti Benjamin,Forward,Lausanne HC,ls/14,39,,,,,,,,,,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Antonietti Benjamin,Forward,Lausanne HC,ls/15,38,,,,,,,,,,3.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Antonietti Benjamin,Forward,Lausanne HC,ry/13,50,,,,,3.0,7.0,0.14,22.0,-11.0,,,,,,,,,,,,,,,,,,,,1
Antonietti Benjamin,Forward,Lausanne HC,ry/14,39,,,,,3.0,6.0,0.15,8.0,-4.0,,,,,,,,,,,,,,,,,,,,1
Antonietti Benjamin,Forward,Lausanne HC,ry/15,38,,,,,4.0,5.0,0.13,8.0,-4.0,,,,,,,,,,,,,,,,,,,,1
Antonietti Benjamin,Forward,Lausanne HC,ts/13,50,4.0,52.0,7.69,1.04,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Antonietti Benjamin,Forward,Lausanne HC,ts/14,39,3.0,39.0,7.69,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Antonietti Benjamin,Forward,Lausanne HC,ts/15,38,1.0,34.0,2.94,0.89,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Antonietti Eliot,Defender,Genève-Servette HC,es/10,7,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,es/11,16,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,es/12,39,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,es/13,46,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,0.0,0.0,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,es/14,48,,,,,,,,,,,,,,,,,,,8.0,1.0,0.0,1.0,0.0,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,es/15,34,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,0.0,0.0,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ls/10,7,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ls/11,16,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ls/12,39,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ls/13,46,,,,,,,,,,3.0,2.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,,,,,,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ls/14,48,,,,,,,,,,2.0,8.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,,,,,,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ls/15,34,,,,,,,,,,1.0,5.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,,,,,,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ry/10,7,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ry/11,16,,,,,1.0,1.0,0.06,2.0,1.0,,,,,,,,,,,,,,,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ry/12,39,,,,,0.0,0.0,0.0,4.0,-2.0,,,,,,,,,,,,,,,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ry/13,46,,,,,5.0,8.0,0.17,22.0,-1.0,,,,,,,,,,,,,,,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ry/14,48,,,,,10.0,11.0,0.23,41.0,1.0,,,,,,,,,,,,,,,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ry/15,34,,,,,6.0,7.0,0.21,22.0,3.0,,,,,,,,,,,,,,,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ts/10,7,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ts/11,16,0.0,4.0,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ts/12,39,0.0,22.0,0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1
Antonietti Eliot,Defender,Genève-Servette HC,ts/13,46,3.0,47.0,6.38,1.02,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Antonietti Eliot,Defender,Genève-Servette HC,ts/14,48,1.0,55.0,1.82,1.15,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Antonietti Eliot,Defender,Genève-Servette HC,ts/15,34,1.0,46.0,2.17,1.35,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Arlbrandt Pär,Forward,EHC Biel,es/14,48,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,1
Arlbrandt Pär,Forward,EHC Biel,es/15,36,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,,,,,1
Arlbrandt Pär,Forward,EHC Biel,ls/14,48,,,,,,,,,,11.0,11.0,3.0,10.0,13.0,7.0,8.0,0.0,1.0,,,,,,,,,,,1
Arlbrandt Pär,Forward,EHC Biel,ls/15,36,,,,,,,,,,7.0,6.0,2.0,7.0,4.0,5.0,9.0,0.0,0.0,,,,,,,,,,,1
Arlbrandt Pär,Forward,EHC Biel,ry/14,48,,,,,22.0,39.0,0.81,12.0,-5.0,,,,,,,,,,,,,,,,,,,,1
Arlbrandt Pär,Forward,EHC Biel,ry/15,36,,,,,13.0,25.0,0.69,10.0,-18.0,,,,,,,,,,,,,,,,,,,,1
Arlbrandt Pär,Forward,EHC Biel,ts/14,48,17.0,133.0,12.78,2.77,,,,,,,,,,,,,,,,,,,,5.0,2.0,3.0,40,0.0,1
Arlbrandt Pär,Forward,EHC Biel,ts/15,36,12.0,101.0,11.88,2.81,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,50,1.0,1
Arnason Tyler,Forward,EHC Biel,es/10,9,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Arnason Tyler,Forward,EHC Biel,ls/10,9,,,,,,,,,,2.0,3.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,,,,,,,,,,,1
Arnason Tyler,Forward,EHC Biel,ry/10,9,,,,,5.0,10.0,1.11,0.0,1.0,,,,,,,,,,,,,,,,,,,,1
Arnason Tyler,Forward,EHC Biel,ts/10,9,5.0,27.0,18.52,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Aubin Serge,Forward,Fribourg-Gottéron,es/09,49,,,,,,,,,,,,,,,,,,,21.0,0.0,2.0,0.0,0.0,,,,,,1
Aubin Serge,Forward,Fribourg-Gottéron,es/10,31,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,1
Aubin Serge,Forward,Fribourg-Gottéron,ls/09,49,,,,,,,,,,9.0,12.0,2.0,12.0,13.0,6.0,7.0,2.0,1.0,,,,,,,,,,,1
Aubin Serge,Forward,Fribourg-Gottéron,ls/10,31,,,,,,,,,,14.0,3.0,1.0,3.0,15.0,3.0,2.0,1.0,0.0,,,,,,,,,,,1
Aubin Serge,Forward,Fribourg-Gottéron,ry/09,49,,,,,21.0,41.0,0.84,62.0,-4.0,,,,,,,,,,,,,,,,,,,,1
Aubin Serge,Forward,Fribourg-Gottéron,ry/10,31,,,,,17.0,24.0,0.77,12.0,4.0,,,,,,,,,,,,,,,,,,,,1
Aubin Serge,Forward,Fribourg-Gottéron,ts/09,49,20.0,129.0,15.50,2.63,,,,,,,,,,,,,,,,,,,,,,,,,1
Aubin Serge,Forward,Fribourg-Gottéron,ts/10,31,7.0,48.0,14.58,1.55,,,,,,,,,,,,,,,,,,,,,,,,,1
Aubin Serge,Forward,Genève-Servette HC,es/08,36,,,,,,,,,,,,,,,,,,,17.0,1.0,1.0,1.0,0.0,,,,,,1
Aubin Serge,Forward,Genève-Servette HC,ls/08,36,,,,,,,,,,19.0,9.0,3.0,9.0,16.0,5.0,12.0,1.0,0.0,,,,,,,,,,,1
Aubin Serge,Forward,Genève-Servette HC,ry/08,36,,,,,28.0,43.0,1.19,69.0,6.0,,,,,,,,,,,,,,,,,,,,1
Aubin Serge,Forward,Genève-Servette HC,ts/08,36,15.0,57.0,26.32,1.58,,,,,,,,,,,,,,,,,,,,,,,,,1
Aucoin Keith,Forward,HC Ambri-Piotta,es/14,41,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,,,,,,1
Aucoin Keith,Forward,HC Ambri-Piotta,ls/14,41,,,,,,,,,,15.0,9.0,0.0,4.0,13.0,3.0,10.0,0.0,1.0,,,,,,,,,,,1
Aucoin Keith,Forward,HC Ambri-Piotta,ry/14,41,,,,,24.0,31.0,0.76,18.0,-13.0,,,,,,,,,,,,,,,,,,,,1
Aucoin Keith,Forward,HC Ambri-Piotta,ts/14,41,7.0,87.0,8.05,2.12,,,,,,,,,,,,,,,,,,,,8.0,5.0,3.0,62.5,1.0,1
Augsburger Gaëtan,Forward,Genève-Servette HC,es/08,40,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,1
Augsburger Gaëtan,Forward,Genève-Servette HC,es/09,2,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Augsburger Gaëtan,Forward,Genève-Servette HC,es/11,2,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Augsburger Gaëtan,Forward,Genève-Servette HC,ls/08,40,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Augsburger Gaëtan,Forward,Genève-Servette HC,ls/09,2,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Augsburger Gaëtan,Forward,Genève-Servette HC,ls/11,2,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Augsburger Gaëtan,Forward,Genève-Servette HC,ry/08,40,,,,,3.0,3.0,0.08,4.0,2.0,,,,,,,,,,,,,,,,,,,,1
Augsburger Gaëtan,Forward,Genève-Servette HC,ry/09,2,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Augsburger Gaëtan,Forward,Genève-Servette HC,ry/11,2,,,,,0.0,1.0,0.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Augsburger Gaëtan,Forward,Genève-Servette HC,ts/08,40,0.0,8.0,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,1
Augsburger Gaëtan,Forward,Genève-Servette HC,ts/09,2,0.0,1.0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1
Augsburger Gaëtan,Forward,Genève-Servette HC,ts/11,2,1.0,4.0,25,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Augsburger Gaëtan,Forward,Lausanne HC,es/13,13,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Augsburger Gaëtan,Forward,Lausanne HC,es/14,33,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,1
Augsburger Gaëtan,Forward,Lausanne HC,es/15,19,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Augsburger Gaëtan,Forward,Lausanne HC,ls/13,13,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Augsburger Gaëtan,Forward,Lausanne HC,ls/14,33,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Augsburger Gaëtan,Forward,Lausanne HC,ls/15,19,,,,,,,,,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Augsburger Gaëtan,Forward,Lausanne HC,ry/13,13,,,,,0.0,0.0,0.0,0.0,-4.0,,,,,,,,,,,,,,,,,,,,1
Augsburger Gaëtan,Forward,Lausanne HC,ry/14,33,,,,,1.0,1.0,0.03,4.0,-4.0,,,,,,,,,,,,,,,,,,,,1
Augsburger Gaëtan,Forward,Lausanne HC,ry/15,19,,,,,1.0,3.0,0.16,0.0,-2.0,,,,,,,,,,,,,,,,,,,,1
Augsburger Gaëtan,Forward,Lausanne HC,ts/13,13,0.0,8.0,0,0.62,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Augsburger Gaëtan,Forward,Lausanne HC,ts/14,33,0.0,21.0,0,0.64,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Augsburger Gaëtan,Forward,Lausanne HC,ts/15,19,2.0,19.0,10.53,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Axelsson Dick,Forward,HC Davos,es/14,45,,,,,,,,,,,,,,,,,,,15.0,0.0,0.0,0.0,0.0,,,,,,1
Axelsson Dick,Forward,HC Davos,es/15,38,,,,,,,,,,,,,,,,,,,11.0,0.0,2.0,1.0,0.0,,,,,,1
Axelsson Dick,Forward,HC Davos,ls/14,45,,,,,,,,,,13.0,6.0,2.0,10.0,14.0,3.0,4.0,1.0,1.0,,,,,,,,,,,1
Axelsson Dick,Forward,HC Davos,ls/15,38,,,,,,,,,,12.0,17.0,3.0,9.0,20.0,1.0,7.0,0.0,2.0,,,,,,,,,,,1
Axelsson Dick,Forward,HC Davos,ry/14,45,,,,,19.0,33.0,0.73,30.0,13.0,,,,,,,,,,,,,,,,,,,,1
Axelsson Dick,Forward,HC Davos,ry/15,38,,,,,29.0,39.0,1.03,62.0,23.0,,,,,,,,,,,,,,,,,,,,1
Axelsson Dick,Forward,HC Davos,ts/14,45,14.0,84.0,16.67,1.87,,,,,,,,,,,,,,,,,,,,5.0,1.0,4.0,20,0.0,1
Axelsson Dick,Forward,HC Davos,ts/15,38,10.0,71.0,14.08,1.87,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0,0.0,1
Bachofner Jérôme,Forward,ZSC Lions,es/14,7,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,1
Bachofner Jérôme,Forward,ZSC Lions,es/15,8,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Bachofner Jérôme,Forward,ZSC Lions,ls/14,7,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Bachofner Jérôme,Forward,ZSC Lions,ls/15,8,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Bachofner Jérôme,Forward,ZSC Lions,ry/14,7,,,,,0.0,1.0,0.14,4.0,3.0,,,,,,,,,,,,,,,,,,,,1
Bachofner Jérôme,Forward,ZSC Lions,ry/15,8,,,,,1.0,1.0,0.12,0.0,-2.0,,,,,,,,,,,,,,,,,,,,1
Bachofner Jérôme,Forward,ZSC Lions,ts/14,7,1.0,10.0,10,1.43,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Bachofner Jérôme,Forward,ZSC Lions,ts/15,8,0.0,8.0,0,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0,0.0,1
Back Rene,Defender,EV Zug,es/08,50,,,,,,,,,,,,,,,,,,,21.0,0.0,0.0,0.0,0.0,,,,,,1
Back Rene,Defender,EV Zug,ls/08,50,,,,,,,,,,7.0,5.0,0.0,6.0,9.0,0.0,3.0,0.0,0.0,,,,,,,,,,,1
Back Rene,Defender,EV Zug,ry/08,50,,,,,12.0,18.0,0.36,42.0,11.0,,,,,,,,,,,,,,,,,,,,1
Back Rene,Defender,EV Zug,ts/08,50,6.0,59.0,10.17,1.18,,,,,,,,,,,,,,,,,,,,,,,,,1
Back Rene,Defender,HC Davos,es/09,49,,,,,,,,,,,,,,,,,,,14.0,0.0,0.0,0.0,0.0,,,,,,1
Back Rene,Defender,HC Davos,es/10,45,,,,,,,,,,,,,,,,,,,16.0,0.0,1.0,0.0,0.0,,,,,,1
Back Rene,Defender,HC Davos,es/11,43,,,,,,,,,,,,,,,,,,,15.0,0.0,1.0,0.0,0.0,,,,,,1
Back Rene,Defender,HC Davos,es/12,49,,,,,,,,,,,,,,,,,,,14.0,0.0,0.0,0.0,0.0,,,,,,1
Back Rene,Defender,HC Davos,es/13,39,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,,,,,,1
Back Rene,Defender,HC Davos,ls/09,49,,,,,,,,,,5.0,9.0,0.0,2.0,11.0,0.0,3.0,0.0,0.0,,,,,,,,,,,1
Back Rene,Defender,HC Davos,ls/10,45,,,,,,,,,,4.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,,,,,,,,,,,1
Back Rene,Defender,HC Davos,ls/11,43,,,,,,,,,,4.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,,,,,,,,,,,1
Back Rene,Defender,HC Davos,ls/12,49,,,,,,,,,,3.0,5.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,,,,,,,,,,,1
Back Rene,Defender,HC Davos,ls/13,39,,,,,,,,,,4.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Back Rene,Defender,HC Davos,ry/09,49,,,,,14.0,16.0,0.33,28.0,13.0,,,,,,,,,,,,,,,,,,,,1
Back Rene,Defender,HC Davos,ry/10,45,,,,,5.0,6.0,0.13,42.0,14.0,,,,,,,,,,,,,,,,,,,,1
Back Rene,Defender,HC Davos,ry/11,43,,,,,5.0,6.0,0.14,40.0,13.0,,,,,,,,,,,,,,,,,,,,1
Back Rene,Defender,HC Davos,ry/12,49,,,,,8.0,10.0,0.2,28.0,5.0,,,,,,,,,,,,,,,,,,,,1
Back Rene,Defender,HC Davos,ry/13,39,,,,,7.0,7.0,0.18,14.0,0.0,,,,,,,,,,,,,,,,,,,,1
Back Rene,Defender,HC Davos,ts/09,49,2.0,55.0,3.64,1.12,,,,,,,,,,,,,,,,,,,,,,,,,1
Back Rene,Defender,HC Davos,ts/10,45,1.0,33.0,3.03,0.73,,,,,,,,,,,,,,,,,,,,,,,,,1
Back Rene,Defender,HC Davos,ts/11,43,1.0,23.0,4.35,0.53,,,,,,,,,,,,,,,,,,,,,,,,,1
Back Rene,Defender,HC Davos,ts/12,49,2.0,37.0,5.41,0.76,,,,,,,,,,,,,,,,,,,,,,,,,1
Back Rene,Defender,HC Davos,ts/13,39,0.0,21.0,0,0.54,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Back Rene,Defender,Kloten Flyers,es/14,50,,,,,,,,,,,,,,,,,,,18.0,0.0,0.0,0.0,0.0,,,,,,1
Back Rene,Defender,Kloten Flyers,es/15,39,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,,,,,,1
Back Rene,Defender,Kloten Flyers,ls/14,50,,,,,,,,,,5.0,10.0,0.0,0.0,4.0,0.0,10.0,0.0,1.0,,,,,,,,,,,1
Back Rene,Defender,Kloten Flyers,ls/15,39,,,,,,,,,,2.0,5.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,,,,,,,,,,,1
Back Rene,Defender,Kloten Flyers,ry/14,50,,,,,15.0,15.0,0.3,36.0,-4.0,,,,,,,,,,,,,,,,,,,,1
Back Rene,Defender,Kloten Flyers,ry/15,39,,,,,7.0,7.0,0.18,14.0,-9.0,,,,,,,,,,,,,,,,,,,,1
Back Rene,Defender,Kloten Flyers,ts/14,50,0.0,44.0,0,0.88,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Back Rene,Defender,Kloten Flyers,ts/15,39,0.0,31.0,0,0.79,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Bagnoud Christopher,Defender,Kloten Flyers,es/11,1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Bagnoud Christopher,Defender,Kloten Flyers,es/12,43,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,,,,,1
Bagnoud Christopher,Defender,Kloten Flyers,ls/11,1,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Bagnoud Christopher,Defender,Kloten Flyers,ls/12,43,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Bagnoud Christopher,Defender,Kloten Flyers,ry/11,1,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Bagnoud Christopher,Defender,Kloten Flyers,ry/12,43,,,,,0.0,0.0,0.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,1
Bagnoud Christopher,Defender,Kloten Flyers,ts/11,1,0.0,1.0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Bagnoud Christopher,Defender,Kloten Flyers,ts/12,43,0.0,7.0,0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,1
Balmelli Lukas,Forward,HC Lugano,es/11,4,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Balmelli Lukas,Forward,HC Lugano,es/13,18,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,1
Balmelli Lukas,Forward,HC Lugano,es/14,4,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,1
Balmelli Lukas,Forward,HC Lugano,ls/11,4,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Balmelli Lukas,Forward,HC Lugano,ls/13,18,,,,,,,,,,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Balmelli Lukas,Forward,HC Lugano,ls/14,4,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Balmelli Lukas,Forward,HC Lugano,ry/11,4,,,,,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,1
Balmelli Lukas,Forward,HC Lugano,ry/13,18,,,,,2.0,3.0,0.17,4.0,-3.0,,,,,,,,,,,,,,,,,,,,1
Balmelli Lukas,Forward,HC Lugano,ry/14,4,,,,,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,1
Balmelli Lukas,Forward,HC Lugano,ts/11,4,0.0,3.0,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,1
Balmelli Lukas,Forward,HC Lugano,ts/13,18,1.0,13.0,7.69,0.72,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Balmelli Lukas,Forward,HC Lugano,ts/14,4,0.0,2.0,0,0.5,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-,0.0,1
Baltisberger Chris,Forward,ZSC Lions,es/10,1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,es/11,11,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,es/12,49,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,0.0,0.0,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,es/13,48,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,es/14,47,,,,,,,,,,,,,,,,,,,19.0,0.0,0.0,0.0,0.0,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,es/15,20,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ls/10,1,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ls/11,11,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ls/12,49,,,,,,,,,,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ls/13,48,,,,,,,,,,6.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ls/14,47,,,,,,,,,,11.0,4.0,2.0,7.0,13.0,5.0,2.0,0.0,0.0,,,,,,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ls/15,20,,,,,,,,,,4.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,,,,,,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ry/10,1,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ry/11,11,,,,,1.0,1.0,0.09,2.0,2.0,,,,,,,,,,,,,,,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ry/12,49,,,,,3.0,5.0,0.1,22.0,-1.0,,,,,,,,,,,,,,,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ry/13,48,,,,,6.0,9.0,0.19,18.0,2.0,,,,,,,,,,,,,,,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ry/14,47,,,,,15.0,27.0,0.57,38.0,2.0,,,,,,,,,,,,,,,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ry/15,20,,,,,4.0,10.0,0.5,10.0,11.0,,,,,,,,,,,,,,,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ts/10,1,0.0,0.0,-,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ts/11,11,0.0,3.0,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ts/12,49,2.0,43.0,4.65,0.88,,,,,,,,,,,,,,,,,,,,,,,,,1
Baltisberger Chris,Forward,ZSC Lions,ts/13,48,3.0,49.0,6.12,1.02,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0,0.0,1
Baltisberger Chris,Forward,ZSC Lions,ts/14,47,12.0,84.0,14.29,1.79,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,50,0.0,1
Baltisberger Chris,Forward,ZSC Lions,ts/15,20,6.0,28.0,21.43,1.4,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0,0.0,1
Baltisberger Phil,Defender,ZSC Lions,es/15,49,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,,,,,,1
