R;Spieler;Team;Pos;GP;G;SOG;S%;SOG/GP
349;Stoller Loris;EHC Biel;Stürmer;1;0;0;-;0.00
350;Steiner Adrian;SCL Tigers;Stürmer;1;0;0;-;0.00
351;Spinner Sandro;SC Rapperswil-Jona Lakers;Stürmer;1;0;0;-;0.00
352;Schefer Philipp;HC Davos;Verteidiger;2;0;0;-;0.00
353;Rouiller Anthony;EHC Biel;Verteidiger;10;0;0;-;0.00
354;Ronchetti Massimo;HC Davos;Verteidiger;3;0;0;-;0.00
355;Pivron Victor;Genève-Servette HC;Stürmer;2;0;0;-;0.00
356;Oudelet Jimmy;SC Bern;Verteidiger;2;0;0;-;0.00
357;Orellana Kewin;SC Bern;Verteidiger;1;0;0;-;0.00
358;Müller Marco;SC Bern;Stürmer;1;0;0;-;0.00
359;Montandon Arnaud;Fribourg-Gottéron;Stürmer;2;0;0;-;0.00
360;Mezulis Martins;SC Rapperswil-Jona Lakers;Verteidiger;1;0;0;-;0.00
361;Mettler Thomas;Kloten Flyers;Verteidiger;4;0;0;-;0.00
362;Mayolani Fabrizio;HC Davos;Stürmer;1;0;0;-;0.00
363;May Sandro;ZSC Lions;Verteidiger;2;0;0;-;0.00
364;Lüthi Valentin;SCL Tigers;Verteidiger;6;0;0;-;0.00
365;Leeger Larri;Genève-Servette HC;Verteidiger;2;0;0;-;0.00
366;Küng Vincenzo;HC Davos;Stürmer;1;0;0;-;0.00
367;Incir Patrick;HC Ambri-Piotta;Stürmer;1;0;0;-;0.00
368;Hüsler Cedric;SC Rapperswil-Jona Lakers;Stürmer;4;0;0;-;0.00
369;Gruber Dario;HC Davos;Stürmer;2;0;0;-;0.00
370;Grassi Andrea;HC Lugano;Stürmer;6;0;0;-;0.00
371;Girard Jérémy;Genève-Servette HC;Stürmer;2;0;0;-;0.00
372;El Assaoui Sami;ZSC Lions;Verteidiger;1;0;0;-;0.00
373;Dal Pian Giacomo;HC Lugano;Stürmer;2;0;0;-;0.00
374;Bonnet Julien;HC Ambri-Piotta;Verteidiger;2;0;0;-;0.00
375;Beutler Pierrick;Fribourg-Gottéron;Stürmer;4;0;0;-;0.00
376;Barbezat Paul;Fribourg-Gottéron;Verteidiger;5;0;0;-;0.00
377;Amstutz Reto;SC Bern;Stürmer;1;0;0;-;0.00
