Series_ID,Opponent 1,Opponent 0,Year,Winner,Homefield_advantage,GF,PK SI,PK SI/GP,PK GA,PK GA/GP,PK%,PKT,PK time/GP,SHG,PK GF/GP,GF/GP,GA,GA/GP,GF even,GF even/GP,GA even,GA even/GP,PPG,PPG/GP,PP GA,PP GA/GP,SOWGF,SOWGA,2' ,5',10',GM,MP,PIM Total,PP OP,PP OP/GP,PP%,PPT,PP time/GP,Number of year
1213_EV Zug SC Bern,SC Bern,EV Zug,1213,1,1,3.0,35.0,0.7000000000000002,13.0,0.26,-3.3699999999999903,2344.0,46.0,-2.0,-0.039999999999999994,0.06000000000000005,37.0,0.7400000000000002,3.0,0.05999999999999961,29.0,0.5800000000000001,1.0,0.020000000000000018,-5.0,-0.09999999999999998,1.0,0.0,43.0,3.0,0.0,2.0,1.0,161.0,1.0,0.019999999999999574,0.3299999999999983,-786.0,-15.0,0.0
1213_Fribourg-Gottéron SC Bern,SC Bern,Fribourg-Gottéron,1213,1,0,-6.0,26.0,0.5200000000000005,6.0,0.12,-0.9899999999999949,2217.0,44.0,-4.0,-0.07999999999999999,-0.1200000000000001,6.0,0.1200000000000001,-2.0,-0.040000000000000036,9.0,0.18000000000000016,-5.0,-0.09999999999999998,-9.0,-0.18,5.0,0.0,31.0,1.0,-1.0,0.0,1.0,77.0,-9.0,-0.1800000000000006,-1.370000000000001,-1639.0,-32.0,0.0
1213_Fribourg-Gottéron ZSC Lions,ZSC Lions,Fribourg-Gottéron,1213,0,0,11.0,37.0,0.7400000000000002,0.0,0.0,3.0,4304.0,86.0,-7.0,-0.13999999999999999,0.21999999999999975,-8.0,-0.16000000000000014,1.0,0.020000000000000018,-12.0,-0.24,12.0,0.24,2.0,0.039999999999999994,5.0,2.0,39.0,1.0,2.0,0.0,1.0,123.0,23.0,0.45999999999999996,3.6499999999999986,1497.0,30.0,0.0
1213_GCK Lions SC Langenthal,SC Langenthal,GCK Lions,1213,1,0,-27.0,12.0,0.2400000000000002,18.0,0.36,-7.579999999999998,832.0,17.0,-3.0,-0.06000000000000001,-0.54,60.0,1.2000000000000002,5.0,0.09999999999999964,44.0,0.8799999999999999,-26.0,-0.52,-1.0,-0.01999999999999999,-3.0,-1.0,41.0,4.0,9.0,3.0,1.0,272.0,-14.0,-0.27999999999999936,-10.23,-918.0,-18.0,0.0
1213_Genève-Servette HC SC Bern,SC Bern,Genève-Servette HC,1213,1,1,-23.0,48.0,0.9600000000000009,5.0,0.10000000000000009,0.7800000000000011,4492.0,89.0,5.0,0.1,-0.45999999999999996,22.0,0.43999999999999995,-5.0,-0.10000000000000009,28.0,0.56,-22.0,-0.43999999999999995,-8.0,-0.15999999999999998,-1.0,-3.0,65.0,0.0,8.0,0.0,1.0,230.0,-17.0,-0.33999999999999986,-8.440000000000001,-1108.0,-22.0,0.0
1213_HC Ajoie HC Red Ice,HC Red Ice,HC Ajoie,1213,0,1,36.0,60.0,1.2000000000000002,1.0,0.020000000000000018,4.650000000000006,4498.0,89.0,2.0,0.03999999999999998,0.7200000000000002,-32.0,-0.6400000000000001,25.0,0.5,-30.0,-0.5999999999999999,9.0,0.17999999999999994,-1.0,-0.020000000000000004,0.0,-2.0,74.0,-1.0,9.0,2.0,-1.0,253.0,33.0,0.6600000000000001,1.2800000000000011,2394.0,48.0,0.0
1213_HC Ajoie Lausanne HC,Lausanne HC,HC Ajoie,1213,1,1,-16.0,38.0,0.7599999999999998,11.0,0.21999999999999997,-1.9899999999999949,3387.0,67.0,1.0,0.01999999999999999,-0.3199999999999994,6.0,0.11999999999999966,-23.0,-0.45999999999999996,-2.0,-0.040000000000000036,3.0,0.05999999999999994,-3.0,-0.06,3.0,0.0,21.0,0.0,-1.0,2.0,0.0,72.0,37.0,0.7400000000000002,-1.7199999999999989,2491.0,50.0,0.0
1213_HC Davos ZSC Lions,ZSC Lions,HC Davos,1213,1,1,18.0,50.0,1.0,1.0,0.020000000000000018,3.4200000000000017,6495.0,130.0,-2.0,-0.03999999999999998,0.3599999999999999,21.0,0.41999999999999993,13.0,0.2599999999999998,9.0,0.17999999999999994,6.0,0.12,9.0,0.18000000000000002,1.0,2.0,55.0,3.0,5.0,2.0,1.0,235.0,-13.0,-0.2599999999999998,4.27,-702.0,-14.0,0.0
1314_EHC Basel Sharks SC Langenthal,SC Langenthal,EHC Basel Sharks,1314,0,1,-1.0,40.0,0.8799999999999999,11.0,0.24,-1.8700000000000045,2775.0,62.0,1.0,0.01999999999999999,-0.020000000000000018,37.0,0.8200000000000003,-10.0,-0.2200000000000002,21.0,0.4700000000000002,7.0,0.16000000000000003,3.0,0.07,1.0,2.0,46.0,1.0,9.0,-1.0,1.0,187.0,22.0,0.4900000000000002,1.370000000000001,1143.0,26.0,0.0
1314_EHC Olten HC La Chaux-de-Fonds,HC La Chaux-de-Fonds,EHC Olten,1314,1,1,15.0,24.0,0.5300000000000002,-2.0,-0.050000000000000044,3.0,1344.0,29.0,6.0,0.13,0.33000000000000007,-29.0,-0.6400000000000001,8.0,0.17999999999999972,-22.0,-0.48999999999999977,2.0,0.050000000000000044,-4.0,-0.09,-1.0,-1.0,37.0,3.0,1.0,3.0,1.0,179.0,35.0,0.7800000000000002,-2.3299999999999983,1029.0,23.0,0.0
1314_EHC Visp HC Red Ice,HC Red Ice,EHC Visp,1314,0,1,25.0,28.0,0.6200000000000001,24.0,0.53,-10.450000000000003,963.0,22.0,4.0,0.09,0.5500000000000003,45.0,1.0,0.0,0.0,21.0,0.46999999999999975,19.0,0.41999999999999993,1.0,0.01999999999999999,2.0,-1.0,21.0,-2.0,1.0,-1.0,0.0,22.0,13.0,0.29000000000000004,9.66,-609.0,-13.0,0.0
1314_EHC Visp SC Langenthal,SC Langenthal,EHC Visp,1314,0,1,18.0,33.0,0.7300000000000004,12.0,0.26,-3.0400000000000063,1915.0,43.0,0.0,0.0,0.3999999999999999,39.0,0.8600000000000003,4.0,0.08999999999999986,22.0,0.48999999999999977,11.0,0.25,4.0,0.09,3.0,1.0,35.0,-2.0,4.0,-2.0,0.0,60.0,13.0,0.29000000000000004,4.75,111.0,3.0,0.0
1314_EHC Visp SCL Tigers,SCL Tigers,EHC Visp,1314,0,1,24.0,15.0,0.33000000000000007,9.0,0.20000000000000007,-3.1400000000000006,1129.0,26.0,3.0,0.07,0.5300000000000002,41.0,0.9100000000000001,10.0,0.21999999999999975,28.0,0.6199999999999999,7.0,0.16000000000000003,6.0,0.13999999999999999,4.0,-2.0,19.0,-3.0,-11.0,-5.0,0.0,-187.0,-43.0,-0.96,8.11,-5082.0,-113.0,0.0
1314_Fribourg-Gottéron HC Ambri-Piotta,HC Ambri-Piotta,Fribourg-Gottéron,1314,0,1,25.0,17.0,0.33999999999999986,1.0,0.020000000000000018,0.8900000000000006,1948.0,39.0,-3.0,-0.060000000000000005,0.5,24.0,0.48,33.0,0.6599999999999999,18.0,0.3600000000000001,-4.0,-0.07999999999999996,5.0,0.1,-1.0,0.0,19.0,4.0,8.0,3.0,0.0,198.0,-43.0,-0.8599999999999999,1.7399999999999984,-4087.0,-82.0,0.0
1314_Fribourg-Gottéron Kloten Flyers,Kloten Flyers,Fribourg-Gottéron,1314,1,1,4.0,-4.0,-0.08000000000000007,2.0,0.039999999999999925,-1.3100000000000023,443.0,9.0,-4.0,-0.07999999999999999,0.08000000000000007,26.0,0.52,17.0,0.33999999999999986,12.0,0.24,-6.0,-0.12,9.0,0.18000000000000002,-3.0,3.0,-17.0,1.0,2.0,0.0,0.0,-9.0,-18.0,-0.3599999999999999,-1.4100000000000001,-395.0,-8.0,0.0
1314_Genève-Servette HC HC Lugano,HC Lugano,Genève-Servette HC,1314,0,0,16.0,13.0,0.26000000000000023,6.0,0.12,-1.980000000000004,1598.0,32.0,3.0,0.06,0.3200000000000003,19.0,0.38000000000000034,18.0,0.3600000000000001,10.0,0.20000000000000018,-7.0,-0.1399999999999999,3.0,0.06,2.0,0.0,2.0,10.0,3.0,7.0,1.0,244.0,-30.0,-0.5999999999999996,-0.8299999999999983,-2639.0,-53.0,0.0
1314_Genève-Servette HC ZSC Lions,ZSC Lions,Genève-Servette HC,1314,1,1,-9.0,24.0,0.48,3.0,0.06000000000000005,0.480000000000004,2702.0,54.0,2.0,0.04000000000000001,-0.17999999999999972,22.0,0.43999999999999995,-9.0,-0.17999999999999972,24.0,0.48,-7.0,-0.1399999999999999,0.0,0.0,5.0,-5.0,19.0,13.0,3.0,9.0,1.0,333.0,8.0,0.16000000000000014,-4.350000000000001,966.0,20.0,0.0
1314_HC Davos Kloten Flyers,Kloten Flyers,HC Davos,1314,1,0,4.0,4.0,0.08000000000000007,2.0,0.039999999999999925,-0.7099999999999937,906.0,18.0,1.0,0.020000000000000018,0.08000000000000007,12.0,0.2400000000000002,10.0,0.20000000000000018,7.0,0.1399999999999999,-7.0,-0.14,2.0,0.039999999999999994,0.0,1.0,-14.0,-3.0,0.0,-4.0,0.0,-123.0,-21.0,-0.41999999999999993,-1.6699999999999982,-1539.0,-30.0,0.0
1314_HC La Chaux-de-Fonds SCL Tigers,SCL Tigers,HC La Chaux-de-Fonds,1314,1,1,12.0,1.0,0.019999999999999574,1.0,0.030000000000000027,-0.4399999999999977,1042.0,24.0,0.0,0.0,0.27,26.0,0.5800000000000001,8.0,0.16999999999999993,21.0,0.47,1.0,0.020000000000000018,4.0,0.09,3.0,0.0,10.0,-2.0,-10.0,-5.0,0.0,-190.0,-33.0,-0.7400000000000002,3.539999999999999,-3343.0,-75.0,0.0
1314_Hockey Thurgau SCL Tigers,SCL Tigers,Hockey Thurgau,1314,1,1,5.0,6.0,0.1299999999999999,16.0,0.3600000000000001,-7.739999999999995,262.0,6.0,2.0,0.04000000000000001,0.11000000000000032,37.0,0.8300000000000001,14.0,0.31000000000000005,12.0,0.27000000000000024,-10.0,-0.21999999999999997,8.0,0.18,-1.0,1.0,4.0,-2.0,-2.0,-5.0,0.0,-122.0,-43.0,-0.96,-1.5500000000000007,-4092.0,-91.0,0.0
1314_Kloten Flyers ZSC Lions,ZSC Lions,Kloten Flyers,1314,1,0,-20.0,14.0,0.2799999999999998,-3.0,-0.05999999999999994,2.6700000000000017,922.0,19.0,0.0,0.0,-0.3999999999999999,10.0,0.19999999999999973,-22.0,-0.43999999999999995,24.0,0.48,-3.0,-0.05999999999999994,-5.0,-0.09999999999999999,5.0,-6.0,19.0,4.0,1.0,2.0,0.0,108.0,2.0,0.040000000000000036,-1.7600000000000016,-208.0,-4.0,0.0
1314_Lausanne HC ZSC Lions,ZSC Lions,Lausanne HC,1314,1,1,-63.0,2.0,0.03999999999999959,-3.0,-0.05999999999999994,1.7800000000000011,631.0,13.0,0.0,0.0,-1.2599999999999998,4.0,0.07999999999999963,-58.0,-1.16,11.0,0.21999999999999997,-7.0,-0.1399999999999999,-1.0,-0.01999999999999999,2.0,-3.0,-6.0,2.0,0.0,-1.0,0.0,-22.0,-7.0,-0.13999999999999968,-2.9700000000000024,302.0,6.0,0.0
1415_EHC Biel ZSC Lions,ZSC Lions,EHC Biel,1415,1,1,-6.0,-20.0,-0.40000000000000036,10.0,0.19999999999999996,-7.719999999999999,-2583.0,-52.0,0.0,0.0,-0.1200000000000001,58.0,1.1599999999999997,-14.0,-0.2799999999999998,49.0,0.98,7.0,0.1399999999999999,2.0,0.039999999999999994,1.0,-3.0,-24.0,1.0,4.0,2.0,0.0,37.0,8.0,0.1599999999999997,3.0600000000000005,908.0,19.0,0.0
1415_EHC Olten EHC Visp,EHC Visp,EHC Olten,1415,0,0,-30.0,-3.0,-0.05999999999999961,2.0,0.040000000000000036,-1.1600000000000108,-1690.0,-35.0,0.0,0.0,-0.6299999999999999,-6.0,-0.1299999999999999,-16.0,-0.33999999999999986,-11.0,-0.22999999999999998,-12.0,-0.25,5.0,0.11,-2.0,-2.0,-15.0,1.0,-1.0,1.0,0.0,-15.0,-9.0,-0.1900000000000004,-4.84,524.0,11.0,0.0
1415_EHC Olten HC Red Ice,HC Red Ice,EHC Olten,1415,0,1,13.0,1.0,0.019999999999999574,-5.0,-0.10999999999999999,2.4299999999999926,-483.0,-10.0,3.0,0.07,0.27,23.0,0.48,11.0,0.22999999999999998,26.0,0.54,2.0,0.040000000000000036,4.0,0.09,-3.0,-2.0,0.0,3.0,-4.0,1.0,1.0,15.0,21.0,0.43999999999999995,-1.0400000000000027,2201.0,46.0,0.0
1415_EHC Olten SCL Tigers,SCL Tigers,EHC Olten,1415,1,1,-22.0,-10.0,-0.20999999999999996,8.0,0.17000000000000004,-4.340000000000003,-325.0,-7.0,3.0,0.07,-0.45999999999999996,30.0,0.6299999999999999,-15.0,-0.31999999999999984,24.0,0.5,-9.0,-0.18999999999999995,0.0,0.0,-1.0,-2.0,-22.0,1.0,0.0,1.0,0.0,-19.0,-54.0,-1.13,0.41000000000000014,-4029.0,-84.0,0.0
1415_EV Zug HC Davos,HC Davos,EV Zug,1415,1,1,2.0,5.0,0.09999999999999964,8.0,0.16000000000000003,-3.450000000000003,1844.0,37.0,2.0,0.03999999999999998,0.040000000000000036,-6.0,-0.1200000000000001,-13.0,-0.26000000000000023,-12.0,-0.24,11.0,0.21999999999999997,-1.0,-0.020000000000000004,2.0,-1.0,2.0,1.0,3.0,1.0,0.0,59.0,11.0,0.21999999999999975,4.829999999999998,812.0,16.0,0.0
1415_Genève-Servette HC HC Lugano,HC Lugano,Genève-Servette HC,1415,0,1,-1.0,-4.0,-0.08000000000000007,1.0,0.020000000000000018,-0.9199999999999875,-597.0,-12.0,7.0,0.13999999999999999,-0.020000000000000018,27.0,0.54,7.0,0.14000000000000012,16.0,0.32000000000000006,-12.0,-0.24,6.0,0.12000000000000001,-3.0,4.0,-17.0,-2.0,-1.0,-3.0,0.0,-114.0,-72.0,-1.44,1.0500000000000007,-6061.0,-121.0,0.0
1415_Genève-Servette HC ZSC Lions,ZSC Lions,Genève-Servette HC,1415,1,0,6.0,-9.0,-0.18000000000000016,3.0,0.05999999999999994,-2.4099999999999966,-750.0,-15.0,6.0,0.12,0.1200000000000001,48.0,0.96,-6.0,-0.11999999999999966,35.0,0.7000000000000002,5.0,0.09999999999999998,9.0,0.18000000000000002,1.0,1.0,-1.0,1.0,3.0,1.0,0.0,53.0,-16.0,-0.3200000000000003,4.5600000000000005,-1478.0,-29.0,0.0
1415_HC Ajoie HC Red Ice,HC Red Ice,HC Ajoie,1415,1,1,-10.0,2.0,0.040000000000000036,1.0,0.020000000000000018,-0.28000000000000114,-908.0,-19.0,0.0,0.0,-0.20999999999999996,19.0,0.3999999999999999,-2.0,-0.040000000000000036,12.0,0.25,-5.0,-0.09999999999999998,2.0,0.04999999999999999,-3.0,4.0,8.0,0.0,1.0,-1.0,0.0,6.0,22.0,0.4599999999999995,-4.5500000000000025,2553.0,53.0,0.0
1415_HC Davos SC Bern,SC Bern,HC Davos,1415,0,0,6.0,22.0,0.43999999999999995,3.0,0.05999999999999994,0.10999999999999943,586.0,11.0,4.0,0.08000000000000002,0.11999999999999966,12.0,0.2400000000000002,11.0,0.2200000000000002,10.0,0.20000000000000018,-9.0,-0.17999999999999994,-1.0,-0.020000000000000004,0.0,0.0,20.0,-2.0,0.0,-2.0,0.0,-10.0,10.0,0.20000000000000018,-5.949999999999999,1007.0,20.0,0.0
1415_HC Davos ZSC Lions,ZSC Lions,HC Davos,1415,0,1,16.0,19.0,0.3799999999999999,3.0,0.05999999999999994,-0.12000000000000455,1329.0,26.0,4.0,0.08000000000000002,0.31999999999999984,26.0,0.52,13.0,0.26000000000000023,20.0,0.40000000000000013,-2.0,-0.040000000000000036,3.0,0.06,1.0,0.0,29.0,2.0,1.0,2.0,0.0,118.0,5.0,0.10000000000000009,-1.5099999999999998,465.0,10.0,0.0
1415_HC La Chaux-de-Fonds SC Langenthal,SC Langenthal,HC La Chaux-de-Fonds,1415,1,0,17.0,-49.0,-1.0200000000000005,-2.0,-0.050000000000000044,-3.480000000000004,-3737.0,-78.0,3.0,0.06,0.3500000000000001,1.0,0.020000000000000018,24.0,0.5,-6.0,-0.1200000000000001,-8.0,-0.15999999999999992,6.0,0.13,-2.0,3.0,-46.0,-1.0,-2.0,-1.0,0.0,-137.0,5.0,0.11000000000000032,-4.4399999999999995,2274.0,47.0,0.0
1415_Hockey Thurgau SCL Tigers,SCL Tigers,Hockey Thurgau,1415,1,1,-70.0,-19.0,-0.40000000000000036,2.0,0.050000000000000044,-2.1700000000000017,-1288.0,-27.0,-2.0,-0.039999999999999994,-1.46,30.0,0.6299999999999999,-59.0,-1.23,31.0,0.6499999999999999,-11.0,-0.22999999999999998,-2.0,-0.04000000000000001,2.0,-1.0,-18.0,-2.0,4.0,-1.0,-1.0,-46.0,-46.0,-0.96,-1.2399999999999984,-3257.0,-68.0,0.0
1415_Lausanne HC SC Bern,SC Bern,Lausanne HC,1415,1,1,-53.0,-15.0,-0.30000000000000027,7.0,0.14,-5.450000000000003,-2233.0,-45.0,-1.0,-0.019999999999999997,-1.06,-4.0,-0.08000000000000007,-47.0,-0.94,-11.0,-0.21999999999999997,-6.0,-0.12,1.0,0.01999999999999999,1.0,-1.0,-36.0,-2.0,2.0,0.0,0.0,-62.0,10.0,0.20000000000000018,-4.32,1550.0,31.0,0.0
1415_SC Langenthal SCL Tigers,SCL Tigers,SC Langenthal,1415,0,1,-42.0,15.0,0.3100000000000005,13.0,0.28,-4.61999999999999,2239.0,47.0,1.0,0.03,-0.8700000000000001,21.0,0.43999999999999995,-37.0,-0.77,15.0,0.31000000000000005,-7.0,-0.15000000000000002,-7.0,-0.15,1.0,0.0,-3.0,0.0,3.0,0.0,0.0,24.0,-60.0,-1.2599999999999998,1.9800000000000004,-5142.0,-107.0,0.0
1516_EHC Olten EHC Visp,EHC Visp,EHC Olten,1516,0,0,14.0,-3.0,-0.07000000000000028,-10.0,-0.21999999999999997,5.1299999999999955,446.0,10.0,0.0,0.0,0.31999999999999984,-37.0,-0.8200000000000003,8.0,0.18000000000000016,-36.0,-0.8,7.0,0.16000000000000003,4.0,0.09,-1.0,5.0,-16.0,1.0,-3.0,1.0,0.0,-37.0,13.0,0.29000000000000004,2.719999999999999,1423.0,32.0,0.0
1516_EHC Olten HC Ajoie,HC Ajoie,EHC Olten,1516,1,1,7.0,28.0,0.6199999999999997,1.0,0.030000000000000027,1.789999999999992,3530.0,78.0,-1.0,-0.020000000000000018,0.16000000000000014,-7.0,-0.15000000000000036,17.0,0.3799999999999999,-19.0,-0.42000000000000015,-10.0,-0.21999999999999997,6.0,0.14,1.0,5.0,22.0,4.0,1.0,3.0,0.0,134.0,-23.0,-0.5099999999999998,-2.7300000000000004,-2718.0,-60.0,0.0
1516_EV Zug HC Lugano,HC Lugano,EV Zug,1516,1,1,4.0,9.0,0.17999999999999972,1.0,0.020000000000000018,0.3499999999999943,869.0,18.0,-1.0,-0.020000000000000004,0.08000000000000007,-12.0,-0.2400000000000002,-5.0,-0.10000000000000009,-13.0,-0.26000000000000023,12.0,0.24,-2.0,-0.04000000000000001,-2.0,2.0,-1.0,0.0,3.0,0.0,0.0,28.0,6.0,0.1200000000000001,5.650000000000002,598.0,12.0,0.0
1516_Fribourg-Gottéron Genève-Servette HC,Genève-Servette HC,Fribourg-Gottéron,1516,1,1,-12.0,-42.0,-0.8399999999999999,6.0,0.12,-7.939999999999998,-4020.0,-81.0,-1.0,-0.01999999999999999,-0.2400000000000002,16.0,0.3200000000000003,-6.0,-0.1200000000000001,7.0,0.14000000000000012,-4.0,-0.07999999999999996,1.0,0.01999999999999999,-1.0,2.0,-28.0,1.0,0.0,1.0,0.0,-31.0,22.0,0.43999999999999995,-4.84,1069.0,21.0,0.0
1516_Genève-Servette HC HC Lugano,HC Lugano,Genève-Servette HC,1516,1,0,3.0,28.0,0.5599999999999996,2.0,0.039999999999999925,1.5300000000000011,1531.0,31.0,2.0,0.039999999999999994,0.06000000000000005,-12.0,-0.2400000000000002,-11.0,-0.21999999999999975,-14.0,-0.28000000000000025,13.0,0.26,0.0,0.0,-1.0,0.0,16.0,-2.0,4.0,-1.0,0.0,42.0,-14.0,-0.2799999999999998,8.740000000000002,-1173.0,-23.0,0.0
1516_HC Ajoie HC La Chaux-de-Fonds,HC La Chaux-de-Fonds,HC Ajoie,1516,0,0,14.0,-31.0,-0.69,-15.0,-0.33999999999999997,5.480000000000004,-2213.0,-49.0,3.0,0.07,0.3099999999999996,6.0,0.13000000000000034,0.0,0.0,28.0,0.6200000000000001,12.0,0.27,-6.0,-0.14,-1.0,-1.0,-11.0,-5.0,1.0,-3.0,-1.0,-117.0,19.0,0.41999999999999993,4.300000000000001,1698.0,38.0,0.0
1516_HC Ajoie SC Rapperswil-Jona Lakers,SC Rapperswil-Jona Lakers,HC Ajoie,1516,0,1,9.0,-8.0,-0.16999999999999993,-2.0,-0.04999999999999993,0.46999999999999886,-1405.0,-31.0,4.0,0.09000000000000001,0.19999999999999973,26.0,0.5800000000000001,5.0,0.10999999999999988,29.0,0.6400000000000001,2.0,0.040000000000000036,-1.0,-0.02,-2.0,0.0,-8.0,-8.0,-1.0,-6.0,-1.0,-206.0,14.0,0.3099999999999996,-0.6600000000000001,2044.0,45.0,0.0
1516_HC Davos Kloten Flyers,Kloten Flyers,HC Davos,1516,0,0,27.0,22.0,0.43999999999999995,-13.0,-0.26,9.529999999999987,2307.0,47.0,4.0,0.08000000000000002,0.54,-8.0,-0.16000000000000014,25.0,0.5,3.0,0.06000000000000005,-2.0,-0.039999999999999925,1.0,0.019999999999999997,0.0,1.0,29.0,2.0,7.0,5.0,0.0,238.0,17.0,0.33999999999999986,-3.2600000000000016,934.0,19.0,0.0
1516_HC Davos SC Bern,SC Bern,HC Davos,1516,1,0,29.0,0.0,0.0,-11.0,-0.21999999999999997,5.789999999999992,1072.0,22.0,6.0,0.12000000000000001,0.5800000000000001,-20.0,-0.40000000000000036,40.0,0.8000000000000003,-5.0,-0.09999999999999964,-18.0,-0.36,0.0,0.0,1.0,-4.0,-16.0,0.0,3.0,3.0,0.0,58.0,-36.0,-0.7200000000000002,-5.309999999999999,-2058.0,-41.0,0.0
1516_HC Lugano SC Bern,SC Bern,HC Lugano,1516,1,0,5.0,-11.0,-0.21999999999999975,-4.0,-0.07999999999999996,1.0300000000000011,260.0,5.0,0.0,0.0,0.10000000000000009,-12.0,-0.2400000000000002,23.0,0.45999999999999996,-6.0,-0.11999999999999966,-20.0,-0.4,2.0,0.04000000000000001,2.0,-4.0,-20.0,2.0,-6.0,3.0,0.0,-30.0,-23.0,-0.4600000000000004,-7.66,-1329.0,-27.0,0.0
1516_HC Red Ice SC Langenthal,SC Langenthal,HC Red Ice,1516,0,0,-51.0,-33.0,-0.73,-1.0,-0.030000000000000027,-2.280000000000001,-2715.0,-60.0,-4.0,-0.09,-1.1300000000000003,6.0,0.1299999999999999,-39.0,-0.8700000000000001,6.0,0.1399999999999999,-8.0,-0.18000000000000005,6.0,0.14,-2.0,-1.0,-45.0,2.0,1.0,0.0,0.0,-70.0,15.0,0.3299999999999996,-6.469999999999999,2153.0,47.0,0.0
1516_HC Red Ice SC Rapperswil-Jona Lakers,SC Rapperswil-Jona Lakers,HC Red Ice,1516,1,1,-49.0,6.0,0.13999999999999968,3.0,0.06000000000000005,-1.210000000000008,295.0,7.0,-5.0,-0.11,-1.0900000000000003,23.0,0.5099999999999998,-34.0,-0.7600000000000002,17.0,0.3799999999999999,-10.0,-0.22999999999999998,5.0,0.12,-2.0,2.0,2.0,-5.0,-1.0,-4.0,-1.0,-131.0,-2.0,-0.05000000000000071,-5.27,-18.0,-1.0,0.0
1516_Hockey Thurgau SC Rapperswil-Jona Lakers,SC Rapperswil-Jona Lakers,Hockey Thurgau,1516,1,1,-38.0,34.0,0.7600000000000002,28.0,0.62,-11.420000000000002,1984.0,44.0,1.0,0.020000000000000004,-0.8400000000000003,59.0,1.31,-17.0,-0.38000000000000034,31.0,0.69,-23.0,-0.52,0.0,0.0,1.0,0.0,23.0,-2.0,-2.0,0.0,-1.0,-4.0,-16.0,-0.3600000000000003,-11.52,-868.0,-20.0,0.0
1516_SC Bern ZSC Lions,ZSC Lions,SC Bern,1516,0,1,-21.0,20.0,0.3999999999999999,1.0,0.020000000000000018,1.710000000000008,361.0,7.0,-2.0,-0.039999999999999994,-0.41999999999999993,37.0,0.7400000000000002,-27.0,-0.54,36.0,0.7199999999999998,6.0,0.12,1.0,0.019999999999999997,2.0,-1.0,42.0,2.0,6.0,1.0,0.0,174.0,33.0,0.6600000000000001,-1.0800000000000018,2461.0,49.0,0.0
