Spieler,Pos,Team,Year,GP,G,SOG,S%,SOG/GP,A,PTS,P/GP,PIM Total,+/-,A1,A2,GWG,EQG,EQA,PPG,PPA,SHG,SHA,2' ,5',10',GM,MP,PS,PSG,PSM,PS%,GWG PS,Number of year
Schlagenhauf Roman,Forward,HC Ambri-Piotta,11-12,48,2,42,4.76,0.88,6,8,0.17,55,-6,3,3,1,0,5,2,1,0,0,10,1,1,1,0,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,12-13,49,4,62,6.45,1.27,8,12,0.24,54,-15,4,4,0,4,7,0,1,0,0,12,0,1,1,0,,,,,,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,13-14,44,4,35,11.43,0.8,5,9,0.2,12,2,3,2,1,3,5,0,0,1,0,6,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schlagenhauf Roman,Forward,HC Ambri-Piotta,14-15,48,1,52,1.92,1.08,7,8,0.17,18,-16,3,4,1,1,7,0,0,0,0,9,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schlagenhauf Roman,Forward,HC Lugano,09-10,50,2,18,11.11,0.36,5,7,0.14,12,0,2,3,0,2,5,0,0,0,0,6,0,0,0,0,,,,,,1
Schlagenhauf Roman,Forward,Kloten Flyers,08-09,27,3,18,16.67,0.67,1,4,0.15,8,-3,0,1,0,1,1,2,0,0,0,4,0,0,0,0,,,,,,1
Schlapbach Remo,Forward,SCL Tigers,11-12,4,0,1,0,0.25,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
Schlumpf Dominik,Defender,EV Zug,14-15,50,1,52,1.92,1.04,13,14,0.28,6,10,3,10,0,1,12,0,1,0,0,3,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Schlumpf Dominik,Defender,EV Zug,15-16,49,0,45,0,0.92,7,7,0.14,14,-1,2,5,0,0,7,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schlumpf Dominik,Defender,HC Lugano,11-12,17,0,13,0,0.76,2,2,0.12,8,1,2,0,0,0,2,0,0,0,0,4,0,0,0,0,,,,,,1
Schlumpf Dominik,Defender,HC Lugano,12-13,50,2,36,5.56,0.72,8,10,0.2,26,0,3,5,0,2,7,0,1,0,0,13,0,0,0,0,,,,,,1
Schlumpf Dominik,Defender,HC Lugano,13-14,47,3,52,5.77,1.11,7,10,0.21,16,-3,2,5,0,2,3,1,4,0,0,8,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schläpfer Sin,Forward,HC Davos,15-16,4,0,4,0,1.0,0,0,0.0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schmuckli Florian,Defender,EV Zug,12-13,11,0,0,-,0.0,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Schmuckli Florian,Defender,EV Zug,13-14,32,0,4,0,0.12,1,1,0.03,4,6,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schmuckli Florian,Defender,ZSC Lions,14-15,6,0,4,0,0.67,0,0,0.0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schmuckli Florian,Defender,ZSC Lions,15-16,4,0,3,0,0.75,0,0,0.0,2,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schmutz Flavio,Forward,Fribourg-Gottéron,15-16,41,1,26,3.85,0.63,6,7,0.17,6,-3,2,4,0,1,5,0,1,0,0,3,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schmutz Flavio,Forward,SC Rapperswil-Jona Lakers,14-15,5,0,3,0,0.6,1,1,0.2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,100,0.0,1
Schmutz Julian,Forward,SC Bern,11-12,3,0,1,0,0.33,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Schmutz Julian,Forward,SC Bern,12-13,5,0,3,0,0.6,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Schmutz Julian,Forward,SC Bern,13-14,3,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schmutz Reto,Forward,SC Rapperswil-Jona Lakers,13-14,3,0,3,0,1.0,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schmutz Reto,Forward,SC Rapperswil-Jona Lakers,14-15,23,0,12,0,0.52,0,0,0.0,6,-10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schmutz Silvio,Defender,HC Davos,15-16,8,0,0,-,0.0,1,1,0.12,0,-2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schneeberger Noah,Defender,EHC Biel,08-09,19,0,6,0,0.32,2,2,0.11,8,-1,0,2,0,0,2,0,0,0,0,4,0,0,0,0,,,,,,1
Schneeberger Noah,Defender,EHC Biel,09-10,50,2,53,3.77,1.06,19,21,0.42,73,0,13,6,0,2,11,0,6,0,2,24,1,0,1,0,,,,,,1
Schneeberger Noah,Defender,EHC Biel,10-11,17,1,21,4.76,1.24,5,6,0.35,12,2,4,1,1,0,5,1,0,0,0,6,0,0,0,0,,,,,,1
Schneeberger Noah,Defender,Genève-Servette HC,11-12,23,1,10,10,0.43,1,2,0.09,35,-1,0,1,0,0,1,0,0,1,0,5,1,0,1,0,,,,,,1
Schneeberger Noah,Defender,HC Davos,12-13,48,2,56,3.57,1.17,12,14,0.29,32,7,4,8,0,0,6,2,6,0,0,16,0,0,0,0,,,,,,1
Schneeberger Noah,Defender,HC Davos,13-14,48,1,29,3.45,0.6,7,8,0.17,36,9,4,3,0,0,7,0,0,1,0,13,0,1,0,0,0.0,0.0,0.0,-,0.0,1
Schneeberger Noah,Defender,HC Davos,14-15,46,1,45,2.22,0.98,13,14,0.3,24,16,5,8,0,1,13,0,0,0,0,12,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schneeberger Noah,Defender,HC Davos,15-16,41,3,47,6.38,1.15,13,16,0.39,57,11,3,10,0,3,9,0,3,0,1,11,1,1,1,0,0.0,0.0,0.0,-,0.0,1
Schneider David,Defender,HC Ambri-Piotta,09-10,11,0,11,0,1.0,0,0,0.0,10,-5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,,,,1
Schneuwly Cédric,Forward,EV Zug,11-12,6,0,1,0,0.17,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Schneuwly Cédric,Forward,EV Zug,12-13,48,1,29,3.45,0.6,6,7,0.15,6,-7,5,1,0,1,6,0,0,0,0,3,0,0,0,0,,,,,,1
Schneuwly Cédric,Forward,EV Zug,13-14,20,0,13,0,0.65,0,0,0.0,4,-5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schnyder Daniel,Defender,ZSC Lions,08-09,40,2,30,6.67,0.75,3,5,0.12,18,-22,1,2,1,2,3,0,0,0,0,9,0,0,0,0,,,,,,1
Schnyder Daniel,Defender,ZSC Lions,09-10,48,0,40,0,0.83,9,9,0.19,18,17,6,3,0,0,8,0,1,0,0,9,0,0,0,0,,,,,,1
Schnyder Daniel,Defender,ZSC Lions,10-11,45,1,25,4,0.56,2,3,0.07,0,-3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,,,,,,1
Schnyder Daniel,Defender,ZSC Lions,11-12,50,2,41,4.88,0.82,5,7,0.14,14,8,3,2,0,1,4,1,1,0,0,7,0,0,0,0,,,,,,1
Schnyder Daniel,Defender,ZSC Lions,12-13,49,2,27,7.41,0.55,2,4,0.08,12,4,2,0,0,1,2,0,0,1,0,6,0,0,0,0,,,,,,1
Schnyder Daniel,Defender,ZSC Lions,13-14,48,1,16,6.25,0.33,2,3,0.06,8,7,1,1,1,1,2,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schnyder Daniel,Defender,ZSC Lions,14-15,44,0,15,0,0.34,2,2,0.05,2,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schnyder Fabian,Forward,EV Zug,08-09,50,10,93,10.75,1.86,14,24,0.48,14,1,5,9,1,9,14,0,0,1,0,7,0,0,0,0,,,,,,1
Schnyder Fabian,Forward,EV Zug,09-10,49,10,150,6.67,3.06,24,34,0.69,26,12,13,11,2,4,20,4,3,2,1,13,0,0,0,0,,,,,,1
Schnyder Fabian,Forward,EV Zug,10-11,50,14,114,12.28,2.28,14,28,0.56,12,19,10,4,2,14,12,0,2,0,0,6,0,0,0,0,,,,,,1
Schnyder Fabian,Forward,EV Zug,11-12,50,14,101,13.86,2.02,13,27,0.54,12,15,4,9,1,13,13,0,0,1,0,6,0,0,0,0,,,,,,1
Schnyder Fabian,Forward,EV Zug,12-13,47,4,71,5.63,1.51,6,10,0.21,28,-6,4,2,0,3,6,1,0,0,0,14,0,0,0,0,,,,,,1
Schnyder Fabian,Forward,EV Zug,13-14,50,11,103,10.68,2.06,7,18,0.36,49,2,6,1,0,11,6,0,0,0,1,12,1,0,1,0,0.0,0.0,0.0,-,0.0,1
Schnyder Fabian,Forward,EV Zug,14-15,50,5,77,6.49,1.54,7,12,0.24,18,-6,6,1,1,4,6,0,0,1,1,9,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schnyder Fabian,Forward,EV Zug,15-16,47,6,96,6.25,2.04,9,15,0.32,12,-2,5,4,0,5,8,1,1,0,0,6,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schnyder Stefan,Forward,ZSC Lions,08-09,3,1,3,33.33,1.0,0,1,0.33,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,1
Schommer Patrick,Forward,HC Davos,12-13,15,1,8,12.5,0.53,4,5,0.33,6,0,3,1,0,1,4,0,0,0,0,3,0,0,0,0,,,,,,1
Schommer Patrick,Forward,HC Davos,13-14,1,0,1,0,1.0,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schommer Patrick,Forward,SC Rapperswil-Jona Lakers,14-15,12,0,11,0,0.92,3,3,0.25,2,-6,2,1,0,0,2,0,1,0,0,1,0,0,0,0,2.0,1.0,1.0,50,1.0,1
Schommer Patrick,Forward,ZSC Lions,08-09,3,0,1,0,0.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Schommer Patrick,Forward,ZSC Lions,09-10,34,1,19,5.26,0.56,10,11,0.32,4,8,8,2,0,1,10,0,0,0,0,2,0,0,0,0,,,,,,1
Schommer Patrick,Forward,ZSC Lions,10-11,42,2,37,5.41,0.88,9,11,0.26,6,2,6,3,0,2,9,0,0,0,0,3,0,0,0,0,,,,,,1
Schommer Patrick,Forward,ZSC Lions,11-12,40,1,31,3.23,0.78,7,8,0.2,6,-2,5,2,0,1,7,0,0,0,0,3,0,0,0,0,,,,,,1
Schremp Robert,Forward,EV Zug,13-14,42,9,142,6.34,3.38,27,36,0.86,8,4,12,15,3,6,16,3,11,0,0,4,0,0,0,0,5.0,1.0,4.0,20,1.0,1
Schulthess Marc,Defender,HC Ambri-Piotta,10-11,34,3,15,20,0.44,0,3,0.09,6,-3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,,,,,,1
Schulthess Marc,Defender,HC Ambri-Piotta,11-12,35,1,22,4.55,0.63,0,1,0.03,4,-4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,,,,,,1
Schulthess Marc,Defender,HC Ambri-Piotta,12-13,42,0,21,0,0.5,2,2,0.05,10,-10,1,1,0,0,2,0,0,0,0,5,0,0,0,0,,,,,,1
Schulthess Marc,Defender,Kloten Flyers,08-09,47,1,14,7.14,0.3,4,5,0.11,18,17,2,2,0,1,2,0,1,0,1,9,0,0,0,0,,,,,,1
Schulthess Marc,Defender,Kloten Flyers,09-10,41,2,26,7.69,0.63,8,10,0.24,10,7,1,7,0,2,7,0,1,0,0,5,0,0,0,0,,,,,,1
Schwarzenbach Diego,Forward,Fribourg-Gottéron,14-15,2,0,0,-,0.0,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schwarzenbach Diego,Forward,SCL Tigers,11-12,2,0,2,0,1.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Schweri Kay,Forward,Kloten Flyers,13-14,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schäppi Reto,Forward,ZSC Lions,10-11,31,2,29,6.90,0.94,3,5,0.16,2,-5,1,2,0,2,3,0,0,0,0,1,0,0,0,0,,,,,,1
Schäppi Reto,Forward,ZSC Lions,11-12,45,5,52,9.62,1.16,6,11,0.24,10,4,6,0,0,5,6,0,0,0,0,5,0,0,0,0,,,,,,1
Schäppi Reto,Forward,ZSC Lions,12-13,50,5,62,8.06,1.24,3,8,0.16,12,-6,2,1,1,2,3,1,0,2,0,6,0,0,0,0,,,,,,1
Schäppi Reto,Forward,ZSC Lions,13-14,49,10,63,15.87,1.29,13,23,0.47,16,7,10,3,1,10,12,0,0,0,1,8,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schäppi Reto,Forward,ZSC Lions,14-15,50,9,80,11.25,1.6,12,21,0.42,20,14,8,4,3,9,11,0,1,0,0,10,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schäppi Reto,Forward,ZSC Lions,15-16,50,4,78,5.13,1.56,9,13,0.26,28,6,5,4,0,4,9,0,0,0,0,14,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Schäublin Olivier,Defender,Fribourg-Gottéron,12-13,5,1,7,14.29,1.4,1,2,0.4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,1
Schönenberger Lovis,Forward,HC Ambri-Piotta,08-09,41,0,31,0,0.76,3,3,0.07,18,-9,1,2,0,0,3,0,0,0,0,4,0,1,0,0,,,,,,1
Schönenberger Lovis,Forward,HC Ambri-Piotta,09-10,46,3,30,10,0.65,3,6,0.13,18,1,2,1,0,3,3,0,0,0,0,4,0,1,0,0,,,,,,1
Sciaroni Gregory,Forward,HC Ambri-Piotta,08-09,44,6,40,15,0.91,7,13,0.3,14,-15,2,5,1,5,5,1,2,0,0,7,0,0,0,0,,,,,,1
Sciaroni Gregory,Forward,HC Davos,09-10,47,6,70,8.57,1.49,5,11,0.23,45,5,4,1,2,5,5,1,0,0,0,10,1,0,1,0,,,,,,1
Sciaroni Gregory,Forward,HC Davos,10-11,46,13,58,22.41,1.26,7,20,0.43,28,4,4,3,3,9,5,4,2,0,0,14,0,0,0,0,,,,,,1
Sciaroni Gregory,Forward,HC Davos,11-12,49,9,84,10.71,1.71,14,23,0.47,63,7,7,7,2,6,13,3,1,0,0,14,1,1,1,0,,,,,,1
Sciaroni Gregory,Forward,HC Davos,12-13,49,13,83,15.66,1.69,11,24,0.49,36,4,10,1,3,10,7,3,4,0,0,13,0,1,0,0,,,,,,1
Sciaroni Gregory,Forward,HC Davos,13-14,19,5,28,17.86,1.47,6,11,0.58,14,8,3,3,1,5,6,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Sciaroni Gregory,Forward,HC Davos,14-15,29,7,49,14.29,1.69,5,12,0.41,28,-9,2,3,1,6,3,1,2,0,0,14,0,0,0,0,2.0,1.0,1.0,50,1.0,1
Sciaroni Gregory,Forward,HC Davos,15-16,22,7,41,17.07,1.86,6,13,0.59,24,-4,4,2,2,4,5,3,1,0,0,7,0,1,0,0,1.0,0.0,1.0,0,0.0,1
Seger Mathias,Defender,ZSC Lions,08-09,45,4,100,4,2.22,22,26,0.58,80,-10,12,10,1,3,13,1,6,0,3,35,0,1,0,0,,,,,,1
Seger Mathias,Defender,ZSC Lions,09-10,47,8,94,8.51,2.0,43,51,1.09,80,16,18,25,0,5,27,3,14,0,2,25,0,3,0,0,,,,,,1
Seger Mathias,Defender,ZSC Lions,10-11,48,5,85,5.88,1.77,17,22,0.46,102,-17,4,13,0,3,5,2,12,0,0,41,0,2,0,0,,,,,,1
Seger Mathias,Defender,ZSC Lions,11-12,43,4,83,4.82,1.93,17,21,0.49,30,11,8,9,0,3,13,0,4,1,0,15,0,0,0,0,,,,,,1
Seger Mathias,Defender,ZSC Lions,12-13,50,9,89,10.11,1.78,23,32,0.64,50,24,15,8,1,6,13,3,9,0,1,15,0,2,0,0,,,,,,1
Seger Mathias,Defender,ZSC Lions,13-14,45,5,53,9.43,1.18,14,19,0.42,66,19,5,9,2,2,7,3,7,0,0,18,0,1,1,0,0.0,0.0,0.0,-,0.0,1
Seger Mathias,Defender,ZSC Lions,14-15,42,1,45,2.22,1.07,14,15,0.36,20,8,8,6,0,1,10,0,4,0,0,10,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Seger Mathias,Defender,ZSC Lions,15-16,50,4,50,8,1.0,12,16,0.32,24,22,8,4,0,3,10,1,2,0,0,12,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Seguin Tyler,Forward,EHC Biel,12-13,29,25,123,20.33,4.24,15,40,1.38,24,-1,9,6,3,15,8,9,7,1,0,12,0,0,0,0,,,,,,1
Sejna Peter,Forward,HC Davos,10-11,15,5,42,11.90,2.8,3,8,0.53,2,4,2,1,2,4,2,1,1,0,0,1,0,0,0,0,,,,,,1
Sejna Peter,Forward,HC Davos,11-12,49,19,124,15.32,2.53,16,35,0.71,6,18,12,4,3,14,14,2,2,3,0,3,0,0,0,0,,,,,,1
Sejna Peter,Forward,SC Rapperswil-Jona Lakers,12-13,47,20,99,20.20,2.11,14,34,0.72,22,-4,10,4,1,14,8,5,6,1,0,11,0,0,0,0,,,,,,1
Sejna Peter,Forward,SC Rapperswil-Jona Lakers,13-14,48,11,106,10.38,2.21,9,20,0.42,18,-23,7,2,1,7,8,4,1,0,0,9,0,0,0,0,4.0,0.0,4.0,0,0.0,1
Sejna Peter,Forward,ZSC Lions,08-09,41,16,135,11.85,3.29,26,42,1.02,28,-9,17,9,2,10,7,6,18,0,1,9,0,1,0,0,,,,,,1
Sejna Peter,Forward,ZSC Lions,09-10,38,17,141,12.06,3.71,17,34,0.89,2,8,8,9,5,12,15,5,1,0,1,1,0,0,0,0,,,,,,1
Senteler Sven,Forward,EV Zug,15-16,49,1,51,1.96,1.04,4,5,0.1,12,-4,1,3,0,1,4,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Senteler Sven,Forward,ZSC Lions,13-14,38,4,35,11.43,0.92,5,9,0.24,6,7,1,4,0,4,5,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Senteler Sven,Forward,ZSC Lions,14-15,40,4,40,10,1.0,1,5,0.12,8,4,1,0,2,4,1,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Sertich Marty,Forward,HC Lugano,11-12,2,0,1,0,0.5,0,0,0.0,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
Setoguchi Devin,Forward,HC Davos,15-16,30,11,84,13.10,2.8,13,24,0.8,2,-4,10,3,1,10,9,1,4,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Setzinger Oliver,Forward,Genève-Servette HC,10-11,2,1,2,50,1.0,0,1,0.5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,1
Setzinger Oliver,Forward,HC Davos,09-10,49,16,118,13.56,2.41,22,38,0.78,18,7,15,7,1,10,8,5,14,1,0,9,0,0,0,0,,,,,,1
Setzinger Oliver,Forward,Lausanne HC,13-14,50,9,120,7.5,2.4,25,34,0.68,40,-5,13,12,2,7,10,2,14,0,1,15,0,1,0,0,5.0,1.0,4.0,20,0.0,1
Setzinger Oliver,Forward,SCL Tigers,08-09,46,10,152,6.58,3.3,36,46,1.0,79,-8,17,19,1,5,13,5,22,0,1,17,1,2,1,0,,,,,,1
Seydoux Philippe,Defender,EHC Biel,09-10,23,0,26,0,1.13,8,8,0.35,14,-13,3,5,0,0,6,0,2,0,0,7,0,0,0,0,,,,,,1
Seydoux Philippe,Defender,EHC Biel,10-11,42,2,35,5.71,0.83,6,8,0.19,79,-6,4,2,0,2,5,0,0,0,1,17,1,2,1,0,,,,,,1
Seydoux Philippe,Defender,Fribourg-Gottéron,08-09,30,4,35,11.43,1.17,2,6,0.2,28,-1,0,2,2,4,0,0,2,0,0,14,0,0,0,0,,,,,,1
Seydoux Philippe,Defender,Lausanne HC,13-14,25,0,21,0,0.84,5,5,0.2,18,-1,4,1,0,0,3,0,2,0,0,9,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Seydoux Philippe,Defender,Lausanne HC,14-15,19,0,5,0,0.26,0,0,0.0,6,-1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Shannon Ryan,Forward,ZSC Lions,12-13,42,12,110,10.91,2.62,22,34,0.81,26,13,13,9,3,7,11,5,9,0,2,8,0,1,0,0,,,,,,1
Shannon Ryan,Forward,ZSC Lions,13-14,49,7,89,7.87,1.82,23,30,0.61,24,9,14,9,1,4,13,2,10,1,0,7,0,1,0,0,6.0,2.0,4.0,33.33,0.0,1
Shannon Ryan,Forward,ZSC Lions,14-15,49,10,114,8.77,2.33,25,35,0.71,18,19,16,9,3,7,15,2,10,1,0,9,0,0,0,0,5.0,1.0,4.0,20,0.0,1
Shannon Ryan,Forward,ZSC Lions,15-16,42,9,76,11.84,1.81,26,35,0.83,6,4,14,12,0,6,14,3,12,0,0,3,0,0,0,0,5.0,0.0,5.0,0,0.0,1
Sheppard James,Forward,Kloten Flyers,15-16,37,11,79,13.92,2.14,14,25,0.68,67,-5,7,7,2,6,11,5,3,0,0,16,1,1,1,0,1.0,0.0,1.0,0,0.0,1
Sidler Patrick,Defender,HC Ambri-Piotta,11-12,45,1,13,7.69,0.29,3,4,0.09,8,-15,1,2,0,1,3,0,0,0,0,4,0,0,0,0,,,,,,1
Sidler Patrick,Defender,HC Ambri-Piotta,12-13,44,3,25,12,0.57,0,3,0.07,14,5,0,0,3,3,0,0,0,0,0,7,0,0,0,0,,,,,,1
Sidler Patrick,Defender,HC Ambri-Piotta,13-14,43,0,13,0,0.3,3,3,0.07,22,-5,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Sidler Patrick,Defender,HC Ambri-Piotta,14-15,45,0,19,0,0.42,1,1,0.02,12,-14,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Sidler Patrick,Defender,HC Ambri-Piotta,15-16,24,1,14,7.14,0.58,2,3,0.12,27,-7,0,2,0,1,2,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,-,0.0,1
Sidler Patrick,Defender,Kloten Flyers,08-09,50,3,20,15,0.4,2,5,0.1,30,8,0,2,0,3,2,0,0,0,0,15,0,0,0,0,,,,,,1
Sidler Patrick,Defender,Kloten Flyers,09-10,50,1,30,3.33,0.6,1,2,0.04,38,11,0,1,1,1,1,0,0,0,0,19,0,0,0,0,,,,,,1
Sidler Patrick,Defender,Kloten Flyers,10-11,44,0,11,0,0.25,0,0,0.0,4,-3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,1
Sieber Lukas,Forward,EV Zug,15-16,17,1,17,5.88,1.0,1,2,0.12,2,-6,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Sieber Lukas,Forward,HC Davos,11-12,48,1,26,3.85,0.54,4,5,0.1,20,-8,4,0,0,1,3,0,1,0,0,10,0,0,0,0,,,,,,1
Sieber Lukas,Forward,HC Davos,12-13,15,3,21,14.29,1.4,2,5,0.33,2,3,2,0,0,3,2,0,0,0,0,1,0,0,0,0,,,,,,1
Sieber Lukas,Forward,HC Davos,13-14,35,2,45,4.44,1.29,4,6,0.17,16,-3,3,1,0,2,4,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Sieber Lukas,Forward,SC Rapperswil-Jona Lakers,14-15,33,4,60,6.67,1.82,5,9,0.27,12,-9,4,1,0,4,4,0,1,0,0,6,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Siegenthaler Jonas,Defender,ZSC Lions,13-14,6,0,2,0,0.33,0,0,0.0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Siegenthaler Jonas,Defender,ZSC Lions,14-15,41,0,34,0,0.83,3,3,0.07,39,4,1,2,0,0,3,0,0,0,0,7,1,0,1,0,0.0,0.0,0.0,-,0.0,1
Siegenthaler Jonas,Defender,ZSC Lions,15-16,40,3,57,5.26,1.42,5,8,0.2,28,16,2,3,1,3,5,0,0,0,0,14,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Signoretti André,Defender,ZSC Lions,09-10,4,0,7,0,1.75,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Sim Jonathan,Forward,Fribourg-Gottéron,10-11,7,1,19,5.26,2.71,0,1,0.14,2,-5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,1
Simek Juraj,Forward,Genève-Servette HC,10-11,2,0,4,0,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Simek Juraj,Forward,Genève-Servette HC,11-12,50,11,97,11.34,1.94,9,20,0.4,22,-4,6,3,2,11,7,0,2,0,0,6,0,1,0,0,,,,,,1
Simek Juraj,Forward,Genève-Servette HC,12-13,50,20,83,24.10,1.66,10,30,0.6,20,-4,5,5,5,18,8,2,2,0,0,10,0,0,0,0,,,,,,1
Simek Juraj,Forward,Genève-Servette HC,13-14,50,9,112,8.04,2.24,22,31,0.62,67,7,12,10,1,8,21,1,1,0,0,16,1,1,1,0,6.0,1.0,5.0,16.67,0.0,1
Simek Juraj,Forward,Genève-Servette HC,15-16,31,6,55,10.91,1.77,8,14,0.45,18,3,7,1,3,3,5,3,3,0,0,4,0,1,0,0,1.0,0.0,1.0,0,0.0,1
Simek Juraj,Forward,HC Lugano,14-15,39,9,80,11.25,2.05,11,20,0.51,12,-7,9,2,2,5,7,4,4,0,0,6,0,0,0,0,5.0,1.0,4.0,20,0.0,1
Simion Dario,Forward,HC Davos,14-15,47,13,63,20.63,1.34,14,27,0.57,4,9,6,8,2,10,11,3,3,0,0,2,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Simion Dario,Forward,HC Davos,15-16,36,7,55,12.73,1.53,12,19,0.53,6,-2,7,5,2,5,10,2,2,0,0,3,0,0,0,0,3.0,2.0,1.0,66.67,0.0,1
Simion Dario,Forward,HC Lugano,10-11,1,0,0,-,0.0,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Simion Dario,Forward,HC Lugano,11-12,35,3,21,14.29,0.6,3,6,0.17,8,-1,1,2,0,3,3,0,0,0,0,4,0,0,0,0,,,,,,1
Simion Dario,Forward,HC Lugano,12-13,37,3,42,7.14,1.14,3,6,0.16,8,-1,2,1,0,3,3,0,0,0,0,4,0,0,0,0,,,,,,1
Simion Dario,Forward,HC Lugano,13-14,42,3,38,7.89,0.9,2,5,0.12,8,-8,1,1,1,3,2,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,-,0.0,1
