Spieler,Pos,Team,Year,GP,G,SOG,S%,SOG/GP,A,PTS,P/GP,PIM Total,+/-,A1,A2,GWG,EQG,EQA,PPG,PPA,SHG,SHA,2' ,5',10',GM,MP,PS,PSG,PSM,PS%,GWG PS,Number of year
Fata Rico,Forward,EHC Biel,10-11,47,13,131,9.92,2.79,21,34,0.72,16,-16,12,9,1,10,10,3,11,0,0,8,0,0,0,0,,,,,,1
Fata Rico,Forward,Genève-Servette HC,11-12,50,17,114,14.91,2.28,16,33,0.66,26,-5,11,5,5,8,14,6,2,3,0,13,0,0,0,0,,,,,,1
Fata Rico,Forward,Genève-Servette HC,12-13,41,8,70,11.43,1.71,16,24,0.59,20,3,9,7,0,7,13,1,3,0,0,10,0,0,0,0,,,,,,1
Fazzini Luca,Forward,HC Lugano,12-13,21,2,16,12.5,0.76,1,3,0.14,2,4,0,1,0,2,1,0,0,0,0,1,0,0,0,0,,,,,,1
Fazzini Luca,Forward,HC Lugano,13-14,34,6,30,20,0.88,2,8,0.24,8,2,2,0,0,6,2,0,0,0,0,4,0,0,0,0,2.0,1.0,1.0,50,0.0,1
Fazzini Luca,Forward,HC Lugano,14-15,36,2,36,5.56,1.0,3,5,0.14,6,6,2,1,0,2,3,0,0,0,0,3,0,0,0,0,3.0,0.0,3.0,0,0.0,1
Fazzini Luca,Forward,HC Lugano,15-16,41,2,38,5.26,0.93,7,9,0.22,4,-7,4,3,0,2,5,0,2,0,0,2,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Fedulov Igor,Forward,Genève-Servette HC,08-09,40,5,24,20.83,0.6,8,13,0.32,24,0,5,3,0,3,3,2,5,0,0,12,0,0,0,0,,,,,,1
Fernholm Daniel,Defender,SC Rapperswil-Jona Lakers,13-14,15,0,40,0,2.67,2,2,0.13,10,-2,2,0,0,0,0,0,2,0,0,5,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fey Kevin,Defender,EHC Biel,13-14,38,0,34,0,0.89,2,2,0.05,18,-1,1,1,0,0,2,0,0,0,0,9,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fey Kevin,Defender,EHC Biel,14-15,49,3,59,5.08,1.2,8,11,0.22,16,5,4,4,1,2,7,1,0,0,1,8,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fey Kevin,Defender,EHC Biel,15-16,24,0,27,0,1.12,1,1,0.04,4,-10,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fey Kevin,Defender,SC Bern,09-10,21,0,4,0,0.19,1,1,0.05,8,2,1,0,0,0,1,0,0,0,0,4,0,0,0,0,,,,,,1
Fey Kevin,Defender,SC Bern,10-11,1,0,0,-,0.0,0,0,0.0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Filppula Ilari,Forward,HC Lugano,14-15,37,12,71,16.90,1.92,21,33,0.89,10,2,14,7,1,6,12,6,9,0,0,5,0,0,0,0,4.0,2.0,2.0,50,2.0,1
Filppula Ilari,Forward,HC Lugano,15-16,27,7,38,18.42,1.41,11,18,0.67,14,-2,7,4,1,4,10,3,1,0,0,7,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fischer Jannik,Defender,EV Zug,08-09,17,0,1,0,0.06,0,0,0.0,2,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
Fischer Jannik,Defender,EV Zug,09-10,18,0,5,0,0.28,0,0,0.0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
Fischer Jannik,Defender,Lausanne HC,13-14,50,0,25,0,0.5,3,3,0.06,16,-3,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fischer Jannik,Defender,Lausanne HC,14-15,50,2,33,6.06,0.66,2,4,0.08,22,3,0,2,0,2,2,0,0,0,0,11,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fischer Jannik,Defender,Lausanne HC,15-16,40,0,26,0,0.65,1,1,0.02,30,-2,0,1,0,0,1,0,0,0,0,10,0,1,0,0,0.0,0.0,0.0,-,0.0,1
Fischer Patrick,Defender,EV Zug,09-10,49,3,65,4.62,1.33,14,17,0.35,32,16,2,12,1,0,7,3,7,0,0,16,0,0,0,0,,,,,,1
Fischer Patrick,Defender,EV Zug,10-11,49,3,64,4.69,1.31,11,14,0.29,30,1,5,6,1,3,8,0,3,0,0,15,0,0,0,0,,,,,,1
Fischer Patrick,Defender,EV Zug,11-12,50,0,58,0,1.16,7,7,0.14,38,10,4,3,0,0,2,0,5,0,0,19,0,0,0,0,,,,,,1
Fischer Patrick,Defender,EV Zug,12-13,49,3,34,8.82,0.69,8,11,0.22,24,-3,4,4,2,2,6,1,2,0,0,12,0,0,0,0,,,,,,1
Fischer Patrick,Defender,EV Zug,13-14,42,2,52,3.85,1.24,2,4,0.1,24,-6,0,2,0,2,2,0,0,0,0,12,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fischer Patrick,Forward,EV Zug,08-09,50,19,110,17.27,2.2,27,46,0.92,70,11,14,13,3,9,19,9,8,1,0,35,0,0,0,0,,,,,,1
Fischer Patrick,Defender,SC Rapperswil-Jona Lakers,08-09,31,4,73,5.48,2.35,9,13,0.42,48,-10,7,2,0,1,3,3,6,0,0,14,0,2,0,0,,,,,,1
Fischer Simon,Forward,EHC Biel,08-09,15,0,1,0,0.07,1,1,0.07,4,-3,0,1,0,0,1,0,0,0,0,2,0,0,0,0,,,,,,1
Fischer Simon,Forward,Lausanne HC,13-14,46,4,29,13.79,0.63,0,4,0.09,14,-3,0,0,1,4,0,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fischer Simon,Forward,Lausanne HC,14-15,32,1,23,4.35,0.72,3,4,0.12,16,3,3,0,0,1,3,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fischer Simon,Forward,Lausanne HC,15-16,39,0,21,0,0.54,2,2,0.05,10,-8,0,2,0,0,2,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fleury Damien,Forward,Lausanne HC,13-14,8,0,23,0,2.88,0,0,0.0,2,-5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Flyagin Mikhail,Defender,Fribourg-Gottéron,15-16,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Flückiger Stefan,Defender,SCL Tigers,09-10,26,1,8,12.5,0.31,0,1,0.04,6,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,,,,,,1
Flückiger Stefan,Defender,SCL Tigers,10-11,32,0,2,0,0.06,0,0,0.0,2,-3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
Fontana Colin,Defender,HC Lugano,15-16,5,0,1,0,0.2,0,0,0.0,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fora Michael,Defender,HC Ambri-Piotta,15-16,32,3,50,6,1.56,3,6,0.19,33,-11,3,0,0,2,1,1,2,0,0,4,1,0,1,0,0.0,0.0,0.0,-,0.0,1
Forrer Marco,Defender,HC Davos,15-16,16,1,6,16.67,0.38,1,2,0.12,4,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Forrest Justin,Defender,Kloten Flyers,09-10,30,7,56,12.5,1.87,20,27,0.9,18,12,12,8,1,2,11,5,9,0,0,9,0,0,0,0,,,,,,1
Forster Beat,Defender,HC Davos,08-09,39,8,141,5.67,3.62,15,23,0.59,90,8,7,8,0,4,9,3,6,1,0,30,0,3,0,0,,,,,,1
Forster Beat,Defender,HC Davos,09-10,50,13,150,8.67,3.0,18,31,0.62,97,22,10,8,4,7,11,6,7,0,0,26,1,2,1,0,,,,,,1
Forster Beat,Defender,HC Davos,10-11,47,5,100,5,2.13,17,22,0.47,93,12,9,8,0,1,9,3,7,1,1,29,1,1,1,0,,,,,,1
Forster Beat,Defender,HC Davos,11-12,37,5,74,6.76,2.0,20,25,0.68,40,23,11,9,1,3,8,1,11,1,1,15,0,1,0,0,,,,,,1
Forster Beat,Defender,HC Davos,12-13,35,4,77,5.19,2.2,13,17,0.49,51,2,5,8,0,4,4,0,9,0,0,13,1,0,0,1,,,,,,1
Forster Beat,Defender,HC Davos,13-14,48,4,99,4.04,2.06,10,14,0.29,66,0,2,8,0,1,8,2,2,1,0,18,0,3,0,0,0.0,0.0,0.0,-,0.0,1
Forster Beat,Defender,HC Davos,14-15,15,1,12,8.33,0.8,4,5,0.33,18,0,3,1,0,1,4,0,0,0,0,9,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Forster Beat,Defender,HC Davos,15-16,44,8,65,12.31,1.48,13,21,0.48,116,25,8,5,2,6,8,2,4,0,1,23,0,3,2,0,1.0,0.0,1.0,0,0.0,1
Foucault Kris,Forward,ZSC Lions,15-16,16,5,44,11.36,2.75,2,7,0.44,4,0,0,2,1,2,2,3,0,0,0,2,0,0,0,0,3.0,2.0,1.0,66.67,0.0,1
Fransson Johan,Defender,Genève-Servette HC,15-16,39,7,126,5.56,3.23,15,22,0.56,12,6,9,6,1,3,10,4,5,0,0,6,0,0,0,0,4.0,0.0,4.0,0,0.0,1
Fransson Johan,Defender,HC Lugano,08-09,7,2,19,10.53,2.71,3,5,0.71,2,1,1,2,1,1,2,1,1,0,0,1,0,0,0,0,,,,,,1
Fransson Johan,Defender,SC Rapperswil-Jona Lakers,14-15,32,4,120,3.33,3.75,16,20,0.62,22,-22,10,6,0,2,5,2,11,0,0,11,0,0,0,0,2.0,0.0,2.0,0,0.0,1
Franzin Damien,Defender,HC Lugano,09-10,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Frei Lars,Forward,SC Rapperswil-Jona Lakers,12-13,1,0,1,0,1.0,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Frei Lars,Forward,SC Rapperswil-Jona Lakers,13-14,44,3,47,6.38,1.07,4,7,0.16,6,-16,3,1,0,3,4,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Frei Lars,Forward,SC Rapperswil-Jona Lakers,14-15,15,1,14,7.14,0.93,2,3,0.2,2,-5,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fretter Colton,Forward,Kloten Flyers,12-13,2,0,5,0,2.5,1,1,0.5,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,1
Frick Lukas,Defender,Kloten Flyers,12-13,21,1,7,14.29,0.33,2,3,0.14,4,-2,1,1,0,1,2,0,0,0,0,2,0,0,0,0,,,,,,1
Frick Lukas,Defender,Kloten Flyers,13-14,34,1,18,5.56,0.53,2,3,0.09,4,1,1,1,0,1,2,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Frick Lukas,Defender,Kloten Flyers,14-15,49,2,39,5.13,0.8,6,8,0.16,4,3,3,3,0,2,4,0,2,0,0,2,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Frick Lukas,Defender,Kloten Flyers,15-16,50,4,58,6.90,1.16,15,19,0.38,2,9,7,8,0,2,9,2,4,0,2,1,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Friedli Samuel,Forward,Genève-Servette HC,11-12,49,6,55,10.91,1.12,7,13,0.27,39,0,3,4,0,6,6,0,0,0,1,7,1,0,1,0,,,,,,1
Friedli Samuel,Forward,Genève-Servette HC,12-13,47,1,45,2.22,0.96,2,3,0.06,35,-4,2,0,0,1,1,0,0,0,1,5,1,0,0,1,,,,,,1
Friedli Samuel,Forward,SC Rapperswil-Jona Lakers,08-09,46,6,48,12.5,1.04,5,11,0.24,20,-6,3,2,0,5,5,1,0,0,0,10,0,0,0,0,,,,,,1
Friedli Samuel,Forward,SC Rapperswil-Jona Lakers,09-10,45,5,50,10,1.11,3,8,0.18,16,-7,1,2,2,5,3,0,0,0,0,8,0,0,0,0,,,,,,1
Friedli Samuel,Forward,SC Rapperswil-Jona Lakers,10-11,33,9,40,22.5,1.21,4,13,0.39,2,1,1,3,0,9,4,0,0,0,0,1,0,0,0,0,,,,,,1
Friedli Samuel,Forward,SC Rapperswil-Jona Lakers,13-14,46,8,54,14.81,1.17,3,11,0.24,26,-15,2,1,1,7,2,1,0,0,1,8,0,1,0,0,0.0,0.0,0.0,-,0.0,1
Friedli Samuel,Forward,SC Rapperswil-Jona Lakers,14-15,10,2,13,15.38,1.3,3,5,0.5,2,1,2,1,0,2,3,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Fritsche Dan,Forward,Genève-Servette HC,10-11,39,15,76,19.74,1.95,18,33,0.85,66,4,11,7,4,7,16,8,2,0,0,23,0,2,0,0,,,,,,1
Fritsche Dan,Forward,Genève-Servette HC,11-12,14,1,19,5.26,1.36,1,2,0.14,6,-4,0,1,1,1,0,0,1,0,0,3,0,0,0,0,,,,,,1
Fritsche Dan,Forward,Genève-Servette HC,12-13,43,16,73,21.92,1.7,16,32,0.74,18,14,9,7,3,11,9,3,6,2,1,9,0,0,0,0,,,,,,1
Fritsche Dan,Forward,ZSC Lions,13-14,34,7,45,15.56,1.32,10,17,0.5,10,15,6,4,0,6,9,0,0,1,1,5,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Fritsche Dan,Forward,ZSC Lions,14-15,46,9,56,16.07,1.22,11,20,0.43,10,11,7,4,1,7,10,0,1,2,0,5,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fritsche John,Forward,Fribourg-Gottéron,13-14,43,3,24,12.5,0.56,1,4,0.09,29,-7,0,1,0,3,0,0,1,0,0,2,1,0,1,0,1.0,1.0,0.0,100,1.0,1
Fritsche John,Forward,Fribourg-Gottéron,14-15,50,4,80,5,1.6,4,8,0.16,18,-27,4,0,0,1,4,3,0,0,0,9,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fritsche John,Forward,Fribourg-Gottéron,15-16,46,6,77,7.79,1.67,7,13,0.28,33,-1,6,1,0,5,7,0,0,1,0,4,1,0,1,0,0.0,0.0,0.0,-,0.0,1
Fritsche John,Forward,Genève-Servette HC,11-12,40,1,28,3.57,0.7,4,5,0.12,33,-1,1,3,0,1,4,0,0,0,0,4,1,0,1,0,,,,,,1
Fritsche John,Forward,Genève-Servette HC,12-13,45,3,25,12,0.56,3,6,0.13,4,0,1,2,0,2,3,1,0,0,0,2,0,0,0,0,,,,,,1
Froidevaux Etienne,Forward,Lausanne HC,13-14,49,9,81,11.11,1.65,10,19,0.39,14,-1,5,5,1,4,9,4,1,1,0,7,0,0,0,0,2.0,0.0,2.0,0,0.0,1
Froidevaux Etienne,Forward,Lausanne HC,14-15,50,13,104,12.5,2.08,10,23,0.46,22,-10,3,7,2,7,5,5,5,1,0,11,0,0,0,0,2.0,0.0,2.0,0,0.0,1
Froidevaux Etienne,Forward,Lausanne HC,15-16,50,15,86,17.44,1.72,13,28,0.56,22,-9,8,5,4,8,7,7,5,0,1,11,0,0,0,0,6.0,2.0,4.0,33.33,1.0,1
Froidevaux Etienne,Forward,SC Bern,08-09,46,5,40,12.5,0.87,8,13,0.28,16,12,5,3,0,5,8,0,0,0,0,8,0,0,0,0,,,,,,1
Froidevaux Etienne,Forward,SC Bern,09-10,36,4,60,6.67,1.67,10,14,0.39,14,3,5,5,0,4,8,0,2,0,0,7,0,0,0,0,,,,,,1
Froidevaux Etienne,Forward,SC Bern,10-11,50,5,92,5.43,1.84,5,10,0.2,10,-3,3,2,1,3,5,2,0,0,0,5,0,0,0,0,,,,,,1
Froidevaux Etienne,Forward,SC Bern,11-12,50,6,71,8.45,1.42,4,10,0.2,12,-2,2,2,2,6,4,0,0,0,0,6,0,0,0,0,,,,,,1
Froidevaux Etienne,Forward,SCL Tigers,12-13,42,8,115,6.96,2.74,6,14,0.33,24,-18,4,2,1,5,3,2,3,1,0,12,0,0,0,0,,,,,,1
Fröhlicher Joel,Defender,EHC Biel,08-09,48,2,43,4.65,0.9,5,7,0.15,91,-6,2,3,0,1,5,1,0,0,0,28,1,1,0,1,,,,,,1
Fröhlicher Joel,Defender,EHC Biel,09-10,32,2,21,9.52,0.66,4,6,0.19,32,-13,2,2,1,1,3,1,1,0,0,16,0,0,0,0,,,,,,1
Fröhlicher Joel,Defender,EHC Biel,10-11,7,0,7,0,1.0,0,0,0.0,10,-5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,,,,1
Fröhlicher Joel,Defender,EHC Biel,11-12,47,0,63,0,1.34,4,4,0.09,58,-3,3,1,0,0,3,0,1,0,0,24,0,1,0,0,,,,,,1
Fuchs Jason,Forward,HC Ambri-Piotta,14-15,39,1,36,2.78,0.92,9,10,0.26,8,2,5,4,0,0,9,1,0,0,0,4,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Fuchs Jason,Forward,HC Ambri-Piotta,15-16,47,2,54,3.70,1.15,8,10,0.21,20,-5,7,1,0,2,8,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Furrer Andreas,Defender,EV Zug,11-12,47,1,31,3.23,0.66,4,5,0.11,16,1,3,1,0,1,4,0,0,0,0,8,0,0,0,0,,,,,,1
Furrer Andreas,Defender,EV Zug,12-13,34,1,25,4,0.74,4,5,0.15,34,3,1,3,0,1,4,0,0,0,0,17,0,0,0,0,,,,,,1
Furrer Andreas,Defender,HC Davos,08-09,49,2,36,5.56,0.73,6,8,0.16,30,10,3,3,0,2,6,0,0,0,0,15,0,0,0,0,,,,,,1
Furrer Andreas,Defender,SC Rapperswil-Jona Lakers,09-10,48,3,63,4.76,1.31,11,14,0.29,38,-4,4,7,0,3,9,0,2,0,0,19,0,0,0,0,,,,,,1
Furrer Andreas,Defender,SC Rapperswil-Jona Lakers,10-11,41,3,62,4.84,1.51,5,8,0.2,44,-4,4,1,0,3,4,0,1,0,0,12,0,2,0,0,,,,,,1
Furrer Philippe,Defender,HC Lugano,15-16,35,1,55,1.82,1.57,13,14,0.4,20,9,5,8,1,1,7,0,6,0,0,10,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Furrer Philippe,Defender,SC Bern,08-09,36,4,75,5.33,2.08,12,16,0.44,32,-1,6,6,4,1,5,2,4,1,3,11,0,1,0,0,,,,,,1
Furrer Philippe,Defender,SC Bern,09-10,30,5,68,7.35,2.27,5,10,0.33,65,14,4,1,0,5,5,0,0,0,0,20,1,0,1,0,,,,,,1
Furrer Philippe,Defender,SC Bern,10-11,38,3,76,3.95,2.0,9,12,0.32,50,21,3,6,1,3,6,0,3,0,0,20,0,1,0,0,,,,,,1
Furrer Philippe,Defender,SC Bern,11-12,43,6,91,6.59,2.12,15,21,0.49,48,4,6,9,0,2,9,4,6,0,0,19,0,1,0,0,,,,,,1
Furrer Philippe,Defender,SC Bern,12-13,36,0,85,0,2.36,11,11,0.31,36,6,7,4,0,0,7,0,4,0,0,13,0,1,0,0,,,,,,1
Furrer Philippe,Defender,SC Bern,13-14,16,3,35,8.57,2.19,5,8,0.5,14,-1,4,1,1,1,1,2,4,0,0,7,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Furrer Philippe,Defender,SC Bern,14-15,35,2,70,2.86,2.0,11,13,0.37,20,15,3,8,1,1,10,1,1,0,0,10,0,0,0,0,1.0,1.0,0.0,100,0.0,1
Furrer Thomas,Forward,SC Bern,09-10,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Füglister Jeffrey,Forward,EHC Biel,12-13,34,2,37,5.41,1.09,0,2,0.06,2,-5,0,0,0,2,0,0,0,0,0,1,0,0,0,0,,,,,,1
Füglister Jeffrey,Forward,EHC Biel,13-14,13,0,11,0,0.85,0,0,0.0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Füglister Jeffrey,Forward,Kloten Flyers,08-09,2,0,1,0,0.5,0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Füglister Jeffrey,Forward,Kloten Flyers,09-10,11,0,7,0,0.64,1,1,0.09,2,-3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,1
Füglister Jeffrey,Forward,Kloten Flyers,10-11,9,0,4,0,0.44,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1
Füglister Jeffrey,Forward,Kloten Flyers,11-12,3,2,2,100,0.67,0,2,0.67,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,,,,,,1
Gailland Jérémy,Forward,Fribourg-Gottéron,11-12,11,0,9,0,0.82,0,0,0.0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Gailland Jérémy,Forward,Genève-Servette HC,08-09,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Gailland Jérémy,Forward,Lausanne HC,13-14,4,0,3,0,0.75,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Gailland Jérémy,Forward,SC Rapperswil-Jona Lakers,10-11,4,0,3,0,0.75,0,0,0.0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Gamache Simon,Forward,Fribourg-Gottéron,11-12,50,20,132,15.15,2.64,25,45,0.9,42,7,11,14,3,12,19,7,4,1,2,16,0,1,0,0,,,,,,1
Gamache Simon,Forward,Fribourg-Gottéron,12-13,45,15,119,12.61,2.64,23,38,0.84,32,11,13,10,2,12,15,3,7,0,1,16,0,0,0,0,,,,,,1
Gamache Simon,Forward,SC Bern,08-09,48,19,113,16.81,2.35,35,54,1.12,55,19,19,16,2,8,27,7,6,4,2,15,1,0,1,0,,,,,,1
Gamache Simon,Forward,SC Bern,09-10,30,9,69,13.04,2.3,13,22,0.73,16,9,8,5,2,6,9,2,4,1,0,8,0,0,0,0,,,,,,1
Gamache Simon,Forward,SC Bern,10-11,32,11,87,12.64,2.72,25,36,1.12,24,11,16,9,5,7,21,4,4,0,0,12,0,0,0,0,,,,,,1
Gardner Ryan,Forward,Fribourg-Gottéron,15-16,50,8,77,10.39,1.54,14,22,0.44,8,-1,9,5,1,6,5,2,7,0,2,4,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Gardner Ryan,Forward,SC Bern,10-11,49,15,111,13.51,2.27,20,35,0.71,34,12,14,6,2,11,16,4,4,0,0,12,0,1,0,0,,,,,,1
Gardner Ryan,Forward,SC Bern,11-12,49,11,80,13.75,1.63,21,32,0.65,10,3,13,8,1,5,15,5,6,1,0,5,0,0,0,0,,,,,,1
Gardner Ryan,Forward,SC Bern,12-13,50,25,124,20.16,2.48,17,42,0.84,26,7,4,13,1,13,8,12,9,0,0,13,0,0,0,0,,,,,,1
Gardner Ryan,Forward,SC Bern,13-14,48,9,79,11.39,1.65,21,30,0.62,12,15,13,8,4,6,15,3,5,0,1,6,0,0,0,0,3.0,1.0,2.0,33.33,1.0,1
Gardner Ryan,Forward,SC Bern,14-15,44,9,72,12.5,1.64,15,24,0.55,24,13,8,7,3,5,10,4,5,0,0,7,0,1,0,0,4.0,0.0,4.0,0,0.0,1
Gardner Ryan,Forward,ZSC Lions,08-09,50,25,135,18.52,2.7,28,53,1.06,28,-3,17,11,4,9,18,16,9,0,1,4,0,2,0,0,,,,,,1
Gardner Ryan,Forward,ZSC Lions,09-10,49,16,120,13.33,2.45,26,42,0.86,28,0,19,7,2,11,19,4,7,1,0,14,0,0,0,0,,,,,,1
Gartmann Dario,Forward,HC Davos,09-10,2,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Gasser Martin,Defender,SCL Tigers,09-10,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Gautschi Marc,Defender,Genève-Servette HC,11-12,43,0,29,0,0.67,4,4,0.09,24,1,1,3,0,0,3,0,1,0,0,12,0,0,0,0,,,,,,1
Gautschi Marc,Defender,Genève-Servette HC,12-13,49,1,47,2.13,0.96,12,13,0.27,36,10,4,8,0,1,12,0,0,0,0,18,0,0,0,0,,,,,,1
Gautschi Marc,Defender,HC Ambri-Piotta,08-09,38,3,35,8.57,0.92,7,10,0.26,26,1,0,7,0,2,7,1,0,0,0,13,0,0,0,0,,,,,,1
Gautschi Marc,Defender,HC Ambri-Piotta,09-10,46,2,24,8.33,0.52,12,14,0.3,30,11,5,7,0,2,8,0,3,0,1,10,0,1,0,0,,,,,,1
Gautschi Marc,Defender,HC Ambri-Piotta,10-11,40,3,31,9.68,0.78,5,8,0.2,24,-12,1,4,1,1,3,2,2,0,0,12,0,0,0,0,,,,,,1
Gautschi Marc,Defender,HC Ambri-Piotta,13-14,42,0,45,0,1.07,5,5,0.12,14,-5,2,3,0,0,4,0,1,0,0,7,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Gautschi Marc,Defender,HC Ambri-Piotta,14-15,46,0,34,0,0.74,13,13,0.28,16,-3,4,9,0,0,8,0,5,0,0,8,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Gautschi Marc,Defender,HC Ambri-Piotta,15-16,38,1,44,2.27,1.16,6,7,0.18,36,-9,3,3,0,1,2,0,2,0,2,13,0,1,0,0,0.0,0.0,0.0,-,0.0,1
Gay Nicolas,Forward,Genève-Servette HC,09-10,1,0,0,-,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1
Geering Patrick,Defender,ZSC Lions,08-09,47,0,38,0,0.81,5,5,0.11,10,-3,2,3,0,0,4,0,1,0,0,5,0,0,0,0,,,,,,1
Geering Patrick,Defender,ZSC Lions,09-10,43,0,38,0,0.88,6,6,0.14,8,8,2,4,0,0,6,0,0,0,0,4,0,0,0,0,,,,,,1
Geering Patrick,Defender,ZSC Lions,10-11,50,2,58,3.45,1.16,6,8,0.16,10,-5,1,5,1,2,3,0,3,0,0,5,0,0,0,0,,,,,,1
Geering Patrick,Defender,ZSC Lions,11-12,47,3,64,4.69,1.36,15,18,0.38,20,11,5,10,1,3,14,0,1,0,0,10,0,0,0,0,,,,,,1
Geering Patrick,Defender,ZSC Lions,12-13,50,6,80,7.5,1.6,19,25,0.5,26,16,8,11,1,5,13,1,5,0,1,13,0,0,0,0,,,,,,1
Geering Patrick,Defender,ZSC Lions,13-14,49,2,56,3.57,1.14,10,12,0.24,6,22,6,4,0,2,5,0,5,0,0,3,0,0,0,0,1.0,0.0,1.0,0,0.0,1
Geering Patrick,Defender,ZSC Lions,14-15,25,3,38,7.89,1.52,5,8,0.32,0,15,2,3,0,3,4,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,-,0.0,1
Geering Patrick,Defender,ZSC Lions,15-16,50,3,106,2.83,2.12,8,11,0.22,20,6,6,2,0,2,7,1,1,0,0,10,0,0,0,0,2.0,0.0,2.0,0,0.0,1
Geiger Marc,Defender,SC Rapperswil-Jona Lakers,11-12,45,1,28,3.57,0.62,2,3,0.07,16,-14,1,1,0,1,2,0,0,0,0,8,0,0,0,0,,,,,,1
Geiger Marc,Defender,SC Rapperswil-Jona Lakers,12-13,49,0,54,0,1.1,6,6,0.12,20,-14,3,3,0,0,6,0,0,0,0,10,0,0,0,0,,,,,,1
Geiger Marc,Defender,SC Rapperswil-Jona Lakers,13-14,40,0,32,0,0.8,2,2,0.05,8,-11,1,1,0,0,2,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,-,0.0,1
