R;Spieler;Team;Pos;GP;G;A;PTS;P/GP;PIM Total;+/-
324;Lötscher Kevin;EHC Biel;Verteidiger;3;0;0;0;0.00;2;0
325;Marchon Marc;EV Zug;Stürmer;3;0;0;0;0.00;0;0
326;McCarthy Steve;ZSC Lions;Verteidiger;3;0;0;0;0.00;2;0
327;Meier Patrick;SC Rapperswil-Jona Lakers;Stürmer;1;0;0;0;0.00;0;0
328;Merola Melvin;Fribourg-Gottéron;Stürmer;1;0;0;0;0.00;0;0
329;Montandon Maxime;Fribourg-Gottéron;Verteidiger;5;0;0;0;0.00;0;0
330;Müller Marco;SC Bern;Stürmer;8;0;0;0;0.00;2;-2
331;Müller Yves;Kloten Flyers;Verteidiger;4;0;0;0;0.00;0;-3
332;Neuenschwander Jan;ZSC Lions;Stürmer;10;0;0;0;0.00;4;0
333;Niedermaier Florian;HC Davos;Stürmer;1;0;0;0;0.00;0;0
334;Pfranger Ramon;HC Davos;Stürmer;3;0;0;0;0.00;0;1
335;Poudrier Loik;HC Ambri-Piotta;Stürmer;1;0;0;0;0.00;0;0
336;Pozzi Dominique;SC Rapperswil-Jona Lakers;Stürmer;2;0;0;0;0.00;0;0
337;Raffainer Raeto;ZSC Lions;Stürmer;3;0;0;0;0.00;0;0
338;Randegger Gian-Andrea;Kloten Flyers;Verteidiger;48;0;0;0;0.00;14;-3
339;Reist Alain;Lausanne HC;Verteidiger;34;0;0;0;0.00;31;-3
340;Romanenghi Matteo;HC Lugano;Stürmer;12;0;0;0;0.00;0;1
341;Sartori Riccardo;HC Lugano;Verteidiger;4;0;0;0;0.00;0;0
342;Sataric Rajan;SC Rapperswil-Jona Lakers;Verteidiger;1;0;0;0;0.00;0;0
343;Savary Jean;Genève-Servette HC;Stürmer;34;0;0;0;0.00;6;-5
344;Schefer Philipp;EV Zug;Verteidiger;1;0;0;0;0.00;0;0
345;Schmutz Julian;SC Bern;Stürmer;3;0;0;0;0.00;0;0
346;Schmutz Reto;SC Rapperswil-Jona Lakers;Stürmer;3;0;0;0;0.00;0;-1
347;Schneuwly Cédric;EV Zug;Stürmer;20;0;0;0;0.00;4;-5
348;Schommer Patrick;HC Davos;Stürmer;1;0;0;0;0.00;0;-1
349;Schweri Kay;Kloten Flyers;Stürmer;1;0;0;0;0.00;0;0
350;Siegenthaler Jonas;ZSC Lions;Verteidiger;6;0;0;0;0.00;2;3
351;Stämpfli David;EHC Biel;Verteidiger;1;0;0;0;0.00;0;0
352;Studer Thomas;Kloten Flyers;Stürmer;5;0;0;0;0.00;0;-2
353;Sturny Jérémy;Fribourg-Gottéron;Stürmer;1;0;0;0;0.00;0;0
354;Sutter Sebastian;EHC Biel;Stürmer;8;0;0;0;0.00;2;-1
355;Vogel Jan;SC Rapperswil-Jona Lakers;Stürmer;1;0;0;0;0.00;0;0
356;Widmer Steven;ZSC Lions;Stürmer;1;0;0;0;0.00;0;0
357;Wildhaber David;Fribourg-Gottéron;Verteidiger;1;0;0;0;0.00;0;0
358;Zangger Marc;ZSC Lions;Verteidiger;4;0;0;0;0.00;0;-1
